id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
091274BECKE,2025-04-27,,surveillance,FIC4,SOF
091274BECKE,,2025-06-01,inscription,FIC1,SOF
121197ANTOI,2025-04-25,,surveillance,FIC1,SOF
121197ANTOI,,2025-05-27,inscription,FIC4,LCL
190894NEVEU,2025-04-28,,surveillance,FIC4,SOF
190894NEVEU,,2025-05-31,inscription,FIC3,CA
310567NOËL,2025-04-25,,surveillance,FIC4,SOF
310567NOËL,,2025-05-30,inscription,FIC2,CA
011266BAZIN,2025-04-21,,surveillance,FIC2,LCL
150482COUTU,2025-04-22,,surveillance,FIC3,LCL
150482COUTU,,2025-05-24,inscription,FIC4,CA
201071SAUVA,2025-04-29,,surveillance,FIC3,SOF
201286FOUQU,2025-04-19,,surveillance,FIC1,LCL
050392MONNI,2025-04-25,,surveillance,FIC4,LCL
201065HUMBE,2025-04-23,,surveillance,FIC3,CA
040879BÈGUE,2025-04-28,,surveillance,FIC1,SOF
040879BÈGUE,,2025-06-03,inscription,FIC3,SOF
090165FONTA,2025-04-23,,surveillance,FIC1,SOF
260365HARDY,2025-04-26,,surveillance,FIC3,LCL
150670BARRE,2025-04-16,,surveillance,FIC3,CA
150670BARRE,,2025-05-18,inscription,FIC4,CA
140687CHARP,2025-04-19,,surveillance,FIC1,CA
140687CHARP,,2025-05-21,inscription,FIC1,CA
230974NICOL,2025-04-15,,surveillance,FIC2,LCL
021185MAURI,2025-04-27,,surveillance,FIC4,LCL
100397TURPI,2025-04-24,,surveillance,FIC1,CA
100397TURPI,,2025-05-25,inscription,FIC2,SOF
110282GERMA,2025-04-27,,surveillance,FIC2,LCL
110282GERMA,,2025-05-29,inscription,FIC3,SOF
231276DIAZ,2025-04-29,,surveillance,FIC2,SOF
231276DIAZ,,2025-05-30,inscription,FIC1,LCL
220599PIERR,2025-04-27,,surveillance,FIC1,SOF
220599PIERR,,2025-06-03,inscription,FIC3,CA
300780FOURN,2025-04-17,,surveillance,FIC2,CA
300780FOURN,,2025-05-23,inscription,FIC3,SOF
260376DESCH,2025-04-16,,surveillance,FIC2,LCL
170967ROBER,2025-04-21,,surveillance,FIC2,LCL
170967ROBER,,2025-05-28,inscription,FIC1,SOF
070481GRENI,2025-04-20,,surveillance,FIC2,CA
010879LUCAS,2025-04-29,,surveillance,FIC1,SOF
010879LUCAS,,2025-06-03,inscription,FIC3,SOF
110786BAZIN,2025-04-21,,surveillance,FIC3,LCL
170486ROCHE,2025-04-28,,surveillance,FIC2,LCL
110567VALEN,2025-04-15,,surveillance,FIC4,SOF
110567VALEN,,2025-05-18,inscription,FIC4,SOF
180287REGNI,2025-04-20,,surveillance,FIC2,CA
180287REGNI,,2025-05-25,inscription,FIC2,CA
060768PASQU,2025-04-19,,surveillance,FIC3,LCL
060768PASQU,,2025-05-20,inscription,FIC4,SOF
011298VAILL,2025-04-25,,surveillance,FIC2,SOF
011298VAILL,,2025-05-28,inscription,FIC2,CA
