id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
240605BENAR,2025-05-13,,surveillance,FIC3,LCL
291173GUILB,2025-05-02,,surveillance,FIC4,SOF
291173GUILB,,2025-06-07,inscription,FIC2,LCL
240267OLIVI,2025-05-02,,surveillance,FIC4,LCL
240267OLIVI,,2025-06-07,inscription,FIC2,SOF
200584DE SO,2025-05-04,,surveillance,FIC4,LCL
071299LAINE,2025-05-11,,surveillance,FIC2,CA
220680LECOM,2025-05-11,,surveillance,FIC1,LCL
220680LECOM,,2025-06-15,inscription,FIC2,SOF
200670RODRI,2025-05-14,,surveillance,FIC3,CA
120293DUHAM,2025-05-16,,surveillance,FIC2,CA
120293DUHAM,,2025-06-19,inscription,FIC2,CA
020568NGUYE,2025-05-16,,surveillance,FIC3,SOF
231198ALEXA,2025-05-03,,surveillance,FIC1,LCL
111102LEGRO,2025-05-02,,surveillance,FIC1,LCL
111102LEGRO,,2025-06-06,inscription,FIC4,CA
160173LEMAÎ,2025-05-13,,surveillance,FIC4,LCL
160173LEMAÎ,,2025-06-18,inscription,FIC3,CA
190984VALEN,2025-05-05,,surveillance,FIC3,CA
100869GUILL,2025-05-17,,surveillance,FIC2,CA
280981PERON,2025-05-13,,surveillance,FIC2,LCL
280981PERON,,2025-06-16,inscription,FIC1,LCL
090892VERDI,2025-05-03,,surveillance,FIC4,SOF
131181GAUTH,2025-05-06,,surveillance,FIC2,LCL
131181GAUTH,,2025-06-11,inscription,FIC1,LCL
050465EVRAR,2025-05-11,,surveillance,FIC3,SOF
050465EVRAR,,2025-06-13,inscription,FIC1,CA
040481BARON,2025-05-13,,surveillance,FIC4,SOF
300771BOUSQ,2025-05-06,,surveillance,FIC3,SOF
300771BOUSQ,,2025-06-08,inscription,FIC1,CA
210678COLAS,2025-05-09,,surveillance,FIC4,LCL
220592HOARA,2025-05-15,,surveillance,FIC2,LCL
220592HOARA,,2025-06-20,inscription,FIC1,CA
020991GUYOT,2025-05-05,,surveillance,FIC3,LCL
020991GUYOT,,2025-06-08,inscription,FIC2,CA
170983VALLE,2025-05-06,,surveillance,FIC4,SOF
100382MAILL,2025-05-17,,surveillance,FIC1,SOF
101092MARTI,2025-05-05,,surveillance,FIC3,SOF
150269MARTI,2025-05-15,,surveillance,FIC3,CA
150269MARTI,,2025-06-20,inscription,FIC2,LCL
050997LECON,2025-05-04,,surveillance,FIC1,SOF
110768LE RO,2025-05-02,,surveillance,FIC4,CA
130768LOISE,2025-05-08,,surveillance,FIC1,CA
220997DESCH,2025-05-08,,surveillance,FIC1,LCL
220997DESCH,,2025-06-08,inscription,FIC4,CA
240670GAUTI,2025-05-17,,surveillance,FIC4,CA
240670GAUTI,,2025-06-22,inscription,FIC3,CA
060470ROLLA,2025-05-03,,surveillance,FIC3,LCL
071101OLLIV,2025-05-05,,surveillance,FIC4,CA
071101OLLIV,,2025-06-07,inscription,FIC2,CA
231164LETEL,2025-05-16,,surveillance,FIC4,CA
231164LETEL,,2025-06-18,inscription,FIC1,LCL
190777FABRE,2025-05-11,,surveillance,FIC2,LCL
030773CARLI,2025-05-06,,surveillance,FIC3,SOF
030773CARLI,,2025-06-07,inscription,FIC3,SOF
230806GIRAU,2025-05-15,,surveillance,FIC4,SOF
230806GIRAU,,2025-06-19,inscription,FIC3,LCL
160800BAUDR,2025-05-06,,surveillance,FIC1,SOF
300602MARCH,2025-05-15,,surveillance,FIC2,CA
300602MARCH,,2025-06-18,inscription,FIC4,LCL
130887BARRE,2025-05-03,,surveillance,FIC4,CA
130887BARRE,,2025-06-04,inscription,FIC1,LCL
290672ROBER,2025-05-15,,surveillance,FIC4,LCL
161166NEVEU,2025-05-12,,surveillance,FIC4,SOF
061165RIOU,2025-05-10,,surveillance,FIC4,SOF
061165RIOU,,2025-06-14,inscription,FIC3,CA
130604BRIAN,2025-05-14,,surveillance,FIC1,SOF
200175PETIT,2025-05-06,,surveillance,FIC3,LCL
200175PETIT,,2025-06-08,inscription,FIC3,SOF
060596DELAH,2025-05-12,,surveillance,FIC1,LCL
060472VALLE,2025-05-02,,surveillance,FIC3,SOF
060472VALLE,,2025-06-04,inscription,FIC1,SOF
241185LUCAS,2025-05-15,,surveillance,FIC1,CA
241185LUCAS,,2025-06-15,inscription,FIC4,SOF
080401ROUX,2025-05-05,,surveillance,FIC2,LCL
301085GUILL,2025-05-03,,surveillance,FIC4,LCL
301085GUILL,,2025-06-08,inscription,FIC3,CA
110906BONNI,2025-05-14,,surveillance,FIC2,LCL
100874BONNE,2025-05-16,,surveillance,FIC1,CA
100874BONNE,,2025-06-17,inscription,FIC1,SOF
111073BUISS,2025-05-11,,surveillance,FIC1,CA
160804FAURE,2025-05-04,,surveillance,FIC2,LCL
160804FAURE,,2025-06-04,inscription,FIC2,LCL
301176MILLE,2025-05-11,,surveillance,FIC3,LCL
301176MILLE,,2025-06-11,inscription,FIC2,SOF
140888POTTI,2025-05-07,,surveillance,FIC3,SOF
140888POTTI,,2025-06-10,inscription,FIC2,LCL
120584BLANC,2025-05-15,,surveillance,FIC3,LCL
190993LEFÈV,2025-05-02,,surveillance,FIC2,LCL
220975MULLE,2025-05-07,,surveillance,FIC1,LCL
040789COHEN,2025-05-13,,surveillance,FIC3,SOF
040789COHEN,,2025-06-15,inscription,FIC1,CA
290588MENAR,2025-05-02,,surveillance,FIC2,LCL
230883BARBE,2025-05-16,,surveillance,FIC3,SOF
020202BOUSQ,2025-05-04,,surveillance,FIC4,SOF
050786DESCH,2025-05-03,,surveillance,FIC2,CA
050786DESCH,,2025-06-06,inscription,FIC4,LCL
181092VERDI,2025-05-16,,surveillance,FIC1,CA
230903LEROY,2025-05-06,,surveillance,FIC4,LCL
230903LEROY,,2025-06-12,inscription,FIC3,SOF
010869LEJEU,2025-05-08,,surveillance,FIC3,LCL
080495MALLE,2025-05-13,,surveillance,FIC4,CA
080495MALLE,,2025-06-18,inscription,FIC2,SOF
130486GUYON,2025-05-14,,surveillance,FIC2,LCL
130486GUYON,,2025-06-17,inscription,FIC3,SOF
250186DELAN,2025-05-02,,surveillance,FIC1,SOF
250186DELAN,,2025-06-08,inscription,FIC1,LCL
141088LOPES,2025-05-09,,surveillance,FIC1,CA
141088LOPES,,2025-06-15,inscription,FIC1,LCL
010780JOSEP,2025-05-06,,surveillance,FIC4,SOF
010780JOSEP,,2025-06-10,inscription,FIC1,LCL
301100FRANÇ,2025-05-15,,surveillance,FIC2,LCL
021293POTTI,2025-05-13,,surveillance,FIC4,LCL
021293POTTI,,2025-06-14,inscription,FIC3,CA
021280GILLE,2025-05-15,,surveillance,FIC1,SOF
021280GILLE,,2025-06-18,inscription,FIC3,LCL
240490DUPRÉ,2025-05-07,,surveillance,FIC1,LCL
240490DUPRÉ,,2025-06-09,inscription,FIC4,SOF
091267DIAZ,2025-05-06,,surveillance,FIC4,LCL
091267DIAZ,,2025-06-12,inscription,FIC1,CA
131280DA CO,2025-05-07,,surveillance,FIC4,LCL
211275PICHO,2025-05-04,,surveillance,FIC4,SOF
211275PICHO,,2025-06-06,inscription,FIC2,SOF
201103BOYER,2025-05-17,,surveillance,FIC2,CA
201103BOYER,,2025-06-21,inscription,FIC3,CA
280881LESAG,2025-05-09,,surveillance,FIC3,LCL
280881LESAG,,2025-06-10,inscription,FIC4,LCL
060399NEVEU,2025-05-02,,surveillance,FIC4,CA
060399NEVEU,,2025-06-07,inscription,FIC1,SOF
041070LEROY,2025-05-04,,surveillance,FIC2,LCL
200296FRANÇ,2025-05-16,,surveillance,FIC4,SOF
280995DUPON,2025-05-09,,surveillance,FIC4,SOF
280995DUPON,,2025-06-09,inscription,FIC2,CA
060778LUCAS,2025-05-04,,surveillance,FIC4,CA
060778LUCAS,,2025-06-04,inscription,FIC2,SOF
061290DE OL,2025-05-11,,surveillance,FIC3,SOF
061290DE OL,,2025-06-13,inscription,FIC3,SOF
181195BARRE,2025-05-03,,surveillance,FIC3,CA
121198BOULA,2025-05-11,,surveillance,FIC3,SOF
231100LEGRA,2025-05-12,,surveillance,FIC4,LCL
231100LEGRA,,2025-06-16,inscription,FIC3,SOF
031186MARY,2025-05-08,,surveillance,FIC1,LCL
050496SIMON,2025-05-15,,surveillance,FIC1,CA
050496SIMON,,2025-06-17,inscription,FIC3,CA
060274MARIE,2025-05-17,,surveillance,FIC3,CA
030607MENDÈ,2025-05-13,,surveillance,FIC1,LCL
040590MASSO,2025-05-09,,surveillance,FIC4,CA
