id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
030665EVRAR,2025-04-30,,surveillance,FIC4,SOF
090500CAMUS,2025-05-01,,surveillance,FIC4,CA
300468PETIT,2025-05-06,,surveillance,FIC2,CA
300468PETIT,,2025-06-08,inscription,FIC2,SOF
141179ROGER,2025-05-06,,surveillance,FIC4,CA
220502MARTY,2025-04-25,,surveillance,FIC3,LCL
090368LABBÉ,2025-05-02,,surveillance,FIC1,CA
090368LABBÉ,,2025-06-06,inscription,FIC2,LCL
120100LEFÈV,2025-05-08,,surveillance,FIC1,SOF
120100LEFÈV,,2025-06-11,inscription,FIC3,CA
050567LEDOU,2025-05-06,,surveillance,FIC4,SOF
170282PIRES,2025-04-27,,surveillance,FIC1,CA
190274FRANÇ,2025-05-02,,surveillance,FIC3,LCL
190274FRANÇ,,2025-06-05,inscription,FIC3,LCL
190102PAGES,2025-04-25,,surveillance,FIC4,SOF
190102PAGES,,2025-05-26,inscription,FIC1,LCL
140769VOISI,2025-05-10,,surveillance,FIC2,SOF
050597MARCH,2025-05-06,,surveillance,FIC4,LCL
050597MARCH,,2025-06-08,inscription,FIC4,SOF
010305LECOQ,2025-05-06,,surveillance,FIC1,SOF
010305LECOQ,,2025-06-09,inscription,FIC1,CA
250802PINEA,2025-05-08,,surveillance,FIC1,SOF
250802PINEA,,2025-06-09,inscription,FIC2,SOF
260598GILLE,2025-05-10,,surveillance,FIC3,CA
260598GILLE,,2025-06-14,inscription,FIC1,SOF
040570BENOI,2025-04-27,,surveillance,FIC2,LCL
040570BENOI,,2025-05-31,inscription,FIC3,CA
071177THIBA,2025-05-09,,surveillance,FIC4,SOF
220894CHRÉT,2025-04-29,,surveillance,FIC2,LCL
200491WAGNE,2025-05-03,,surveillance,FIC3,CA
200491WAGNE,,2025-06-09,inscription,FIC1,CA
141285COLLI,2025-04-29,,surveillance,FIC3,CA
141285COLLI,,2025-06-02,inscription,FIC2,LCL
080284MARIN,2025-04-27,,surveillance,FIC2,SOF
310391LAMBE,2025-05-10,,surveillance,FIC2,CA
310391LAMBE,,2025-06-16,inscription,FIC2,LCL
190703BOURG,2025-04-26,,surveillance,FIC1,CA
190703BOURG,,2025-05-30,inscription,FIC3,CA
240287PASQU,2025-05-09,,surveillance,FIC2,SOF
240287PASQU,,2025-06-15,inscription,FIC3,LCL
060101GUILL,2025-05-04,,surveillance,FIC1,SOF
060101GUILL,,2025-06-08,inscription,FIC3,LCL
090575DIAZ,2025-05-05,,surveillance,FIC2,SOF
090575DIAZ,,2025-06-05,inscription,FIC1,SOF
250991HUBER,2025-05-06,,surveillance,FIC3,LCL
250991HUBER,,2025-06-12,inscription,FIC3,SOF
