id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
230693PERRI,2025-05-19,,surveillance,FIC3,SOF
150784EVRAR,2025-05-11,,surveillance,FIC3,CA
150784EVRAR,,2025-06-15,inscription,FIC2,SOF
020576DUPUI,2025-05-08,,surveillance,FIC4,LCL
020576DUPUI,,2025-06-09,inscription,FIC3,CA
060507DIAS,2025-05-13,,surveillance,FIC1,CA
090488THIER,2025-05-10,,surveillance,FIC1,CA
180295HEBER,2025-05-07,,surveillance,FIC2,SOF
210505DELAU,2025-05-06,,surveillance,FIC2,CA
210505DELAU,,2025-06-07,inscription,FIC2,LCL
190578GÉRAR,2025-05-09,,surveillance,FIC2,LCL
200368VALEN,2025-05-17,,surveillance,FIC1,SOF
200368VALEN,,2025-06-19,inscription,FIC4,CA
090100RICHA,2025-05-19,,surveillance,FIC2,CA
090100RICHA,,2025-06-23,inscription,FIC2,LCL
150870LANGL,2025-05-08,,surveillance,FIC1,LCL
250700LE RO,2025-05-15,,surveillance,FIC2,SOF
020668KLEIN,2025-05-12,,surveillance,FIC3,LCL
030271GRENI,2025-05-10,,surveillance,FIC3,SOF
030271GRENI,,2025-06-12,inscription,FIC2,CA
240891TRAOR,2025-05-06,,surveillance,FIC2,SOF
150466SIMON,2025-05-18,,surveillance,FIC4,LCL
150466SIMON,,2025-06-18,inscription,FIC1,CA
120991ROBIN,2025-05-09,,surveillance,FIC2,LCL
070272ROUSS,2025-05-13,,surveillance,FIC4,CA
211073BOUCH,2025-05-18,,surveillance,FIC3,SOF
211073BOUCH,,2025-06-22,inscription,FIC1,LCL
030600GILLE,2025-05-05,,surveillance,FIC2,LCL
290879LEDUC,2025-05-14,,surveillance,FIC4,CA
150700THOMA,2025-05-06,,surveillance,FIC2,LCL
051166COHEN,2025-05-14,,surveillance,FIC4,LCL
210699RENAU,2025-05-16,,surveillance,FIC2,SOF
210699RENAU,,2025-06-18,inscription,FIC3,LCL
280998LECOM,2025-05-08,,surveillance,FIC4,LCL
180868LOUIS,2025-05-05,,surveillance,FIC4,LCL
081087LE GA,2025-05-20,,surveillance,FIC3,CA
291268DELAT,2025-05-19,,surveillance,FIC2,SOF
311067AUGER,2025-05-20,,surveillance,FIC4,CA
150189AUGER,2025-05-05,,surveillance,FIC3,LCL
150189AUGER,,2025-06-11,inscription,FIC2,LCL
190983DESCH,2025-05-19,,surveillance,FIC3,CA
251092THOMA,2025-05-14,,surveillance,FIC4,LCL
080100RENAU,2025-05-11,,surveillance,FIC4,LCL
080100RENAU,,2025-06-16,inscription,FIC4,CA
040667AUGER,2025-05-06,,surveillance,FIC3,SOF
040667AUGER,,2025-06-11,inscription,FIC2,SOF
180991BERGE,2025-05-05,,surveillance,FIC1,LCL
091067DUMAS,2025-05-16,,surveillance,FIC1,CA
091067DUMAS,,2025-06-20,inscription,FIC4,CA
050476MAILL,2025-05-09,,surveillance,FIC2,CA
050476MAILL,,2025-06-14,inscription,FIC2,CA
240668WEBER,2025-05-09,,surveillance,FIC1,CA
290880MEUNI,2025-05-13,,surveillance,FIC3,SOF
290880MEUNI,,2025-06-16,inscription,FIC4,CA
191268MAURY,2025-05-07,,surveillance,FIC2,SOF
191268MAURY,,2025-06-10,inscription,FIC4,LCL
030598GONCA,2025-05-12,,surveillance,FIC1,SOF
030598GONCA,,2025-06-18,inscription,FIC2,SOF
070500MAILL,2025-05-13,,surveillance,FIC2,LCL
220473PELLE,2025-05-17,,surveillance,FIC2,SOF
220473PELLE,,2025-06-17,inscription,FIC3,CA
271264DIAS,2025-05-17,,surveillance,FIC2,CA
070181MASSE,2025-05-19,,surveillance,FIC3,CA
040602CHAUV,2025-05-08,,surveillance,FIC2,CA
300589BENOI,2025-05-06,,surveillance,FIC1,CA
170966TESSI,2025-05-10,,surveillance,FIC3,CA
020386LEMOI,2025-05-14,,surveillance,FIC2,CA
020386LEMOI,,2025-06-20,inscription,FIC1,SOF
141071DENIS,2025-05-14,,surveillance,FIC4,LCL
160791LOUIS,2025-05-11,,surveillance,FIC2,LCL
160791LOUIS,,2025-06-12,inscription,FIC3,LCL
180495COLAS,2025-05-10,,surveillance,FIC2,CA
180495COLAS,,2025-06-11,inscription,FIC1,CA
030567DELMA,2025-05-12,,surveillance,FIC3,LCL
181069FRANÇ,2025-05-15,,surveillance,FIC4,LCL
181069FRANÇ,,2025-06-17,inscription,FIC2,LCL
060402SANCH,2025-05-16,,surveillance,FIC2,LCL
101293GÉRAR,2025-05-16,,surveillance,FIC3,SOF
300178CORDI,2025-05-16,,surveillance,FIC2,CA
300178CORDI,,2025-06-18,inscription,FIC1,LCL
050696VALET,2025-05-10,,surveillance,FIC2,CA
050696VALET,,2025-06-11,inscription,FIC3,LCL
081280GAUTI,2025-05-18,,surveillance,FIC2,LCL
140387LUCAS,2025-05-05,,surveillance,FIC1,SOF
161097LEMON,2025-05-10,,surveillance,FIC3,SOF
271174JACQU,2025-05-10,,surveillance,FIC2,LCL
271174JACQU,,2025-06-14,inscription,FIC4,CA
020600FABRE,2025-05-14,,surveillance,FIC2,CA
020600FABRE,,2025-06-17,inscription,FIC3,SOF
220793RODRI,2025-05-14,,surveillance,FIC4,SOF
280466BAZIN,2025-05-20,,surveillance,FIC1,SOF
280466BAZIN,,2025-06-23,inscription,FIC2,CA
051189EVRAR,2025-05-14,,surveillance,FIC1,LCL
051189EVRAR,,2025-06-18,inscription,FIC1,CA
271190MENDÈ,2025-05-13,,surveillance,FIC3,SOF
271190MENDÈ,,2025-06-14,inscription,FIC3,LCL
190571LEJEU,2025-05-14,,surveillance,FIC2,SOF
060597GAUDI,2025-05-06,,surveillance,FIC1,LCL
060597GAUDI,,2025-06-07,inscription,FIC2,CA
150201ROBER,2025-05-15,,surveillance,FIC2,CA
150201ROBER,,2025-06-21,inscription,FIC4,SOF
020572FERNA,2025-05-05,,surveillance,FIC1,LCL
020572FERNA,,2025-06-10,inscription,FIC4,LCL
110665BRUNE,2025-05-05,,surveillance,FIC1,CA
140801DELAU,2025-05-18,,surveillance,FIC3,LCL
140801DELAU,,2025-06-23,inscription,FIC1,CA
300888LÉVÊQ,2025-05-14,,surveillance,FIC1,LCL
300888LÉVÊQ,,2025-06-19,inscription,FIC3,SOF
130696GUILB,2025-05-10,,surveillance,FIC4,CA
080378OLIVI,2025-05-19,,surveillance,FIC3,LCL
080378OLIVI,,2025-06-20,inscription,FIC3,CA
150887BIGOT,2025-05-17,,surveillance,FIC3,LCL
130787BERTH,2025-05-16,,surveillance,FIC1,SOF
