id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
110407LAINE,2025-05-01,,surveillance,FIC1,SOF
040600GILLE,2025-05-12,,surveillance,FIC4,SOF
040600GILLE,,2025-06-12,inscription,FIC4,SOF
160989JACOB,2025-05-12,,surveillance,FIC2,CA
160989JACOB,,2025-06-18,inscription,FIC3,CA
240767PRUVO,2025-05-09,,surveillance,FIC1,SOF
240767PRUVO,,2025-06-13,inscription,FIC3,CA
301106JOSEP,2025-05-09,,surveillance,FIC3,LCL
070368MARTI,2025-05-01,,surveillance,FIC2,LCL
070368MARTI,,2025-06-02,inscription,FIC2,CA
220671WEBER,2025-05-08,,surveillance,FIC1,CA
180583TORRE,2025-05-09,,surveillance,FIC1,LCL
230188ADAM,2025-05-12,,surveillance,FIC4,CA
230188ADAM,,2025-06-12,inscription,FIC1,LCL
010175BOUCH,2025-05-01,,surveillance,FIC4,LCL
160297MAILL,2025-05-06,,surveillance,FIC4,SOF
251095BIGOT,2025-05-04,,surveillance,FIC1,SOF
010903COSTA,2025-05-01,,surveillance,FIC2,CA
010903COSTA,,2025-06-01,inscription,FIC4,CA
070207MASSE,2025-05-01,,surveillance,FIC3,LCL
070207MASSE,,2025-06-07,inscription,FIC1,SOF
280976MENAR,2025-05-06,,surveillance,FIC3,SOF
280976MENAR,,2025-06-11,inscription,FIC4,CA
291186BUISS,2025-05-12,,surveillance,FIC2,SOF
291186BUISS,,2025-06-16,inscription,FIC2,SOF
270579MOREL,2025-04-30,,surveillance,FIC2,LCL
270579MOREL,,2025-05-31,inscription,FIC4,LCL
050772SCHMI,2025-05-12,,surveillance,FIC1,SOF
050772SCHMI,,2025-06-16,inscription,FIC4,CA
050800FABRE,2025-05-01,,surveillance,FIC3,CA
050800FABRE,,2025-06-02,inscription,FIC1,LCL
210698MERLE,2025-05-07,,surveillance,FIC3,CA
060771BOUCH,2025-05-02,,surveillance,FIC3,CA
060771BOUCH,,2025-06-04,inscription,FIC2,CA
130100GAILL,2025-04-29,,surveillance,FIC1,CA
270503LEMON,2025-05-13,,surveillance,FIC4,LCL
270503LEMON,,2025-06-18,inscription,FIC2,SOF
190693FLEUR,2025-05-14,,surveillance,FIC2,LCL
190693FLEUR,,2025-06-15,inscription,FIC1,CA
120596BOUSQ,2025-05-09,,surveillance,FIC4,LCL
120596BOUSQ,,2025-06-09,inscription,FIC2,SOF
190779PONS,2025-05-13,,surveillance,FIC1,SOF
190779PONS,,2025-06-15,inscription,FIC3,LCL
020178COLLE,2025-04-29,,surveillance,FIC3,SOF
260375DELMA,2025-05-04,,surveillance,FIC1,LCL
260375DELMA,,2025-06-09,inscription,FIC1,CA
201095JEAN,2025-05-03,,surveillance,FIC4,LCL
150378LEBLA,2025-05-01,,surveillance,FIC1,LCL
170867ROYER,2025-05-14,,surveillance,FIC3,CA
221084GIRAU,2025-05-10,,surveillance,FIC2,SOF
110602BARBI,2025-05-04,,surveillance,FIC3,CA
080991ALLAI,2025-05-02,,surveillance,FIC3,LCL
080875GUIBE,2025-05-03,,surveillance,FIC4,SOF
080875GUIBE,,2025-06-04,inscription,FIC2,SOF
210206BAUDR,2025-05-10,,surveillance,FIC1,CA
290767OLLIV,2025-05-04,,surveillance,FIC4,CA
270796BLIN,2025-05-04,,surveillance,FIC1,LCL
220498ALBER,2025-05-02,,surveillance,FIC4,SOF
220498ALBER,,2025-06-04,inscription,FIC1,CA
271284SAMSO,2025-05-05,,surveillance,FIC1,CA
180188GIRAR,2025-05-11,,surveillance,FIC2,CA
180188GIRAR,,2025-06-13,inscription,FIC4,CA
190377LEFOR,2025-05-03,,surveillance,FIC3,LCL
190377LEFOR,,2025-06-03,inscription,FIC2,LCL
131082LECON,2025-05-05,,surveillance,FIC2,SOF
130792DOS S,2025-05-09,,surveillance,FIC4,LCL
190895CHAUV,2025-05-12,,surveillance,FIC2,LCL
100200ALLAR,2025-05-09,,surveillance,FIC3,CA
100200ALLAR,,2025-06-10,inscription,FIC3,SOF
220994DA SI,2025-05-04,,surveillance,FIC4,LCL
220994DA SI,,2025-06-05,inscription,FIC3,SOF
211093VALET,2025-05-05,,surveillance,FIC3,LCL
211093VALET,,2025-06-05,inscription,FIC2,SOF
221104GARNI,2025-05-01,,surveillance,FIC1,SOF
150479GUILL,2025-04-30,,surveillance,FIC1,SOF
150479GUILL,,2025-06-02,inscription,FIC4,LCL
050671DA SI,2025-05-02,,surveillance,FIC1,SOF
050671DA SI,,2025-06-04,inscription,FIC3,LCL
121299MERCI,2025-05-08,,surveillance,FIC2,SOF
051180MARTI,2025-05-02,,surveillance,FIC2,CA
051180MARTI,,2025-06-07,inscription,FIC3,CA
230703MULLE,2025-05-07,,surveillance,FIC3,LCL
161165DELMA,2025-04-29,,surveillance,FIC2,CA
180793FLEUR,2025-04-29,,surveillance,FIC4,SOF
180793FLEUR,,2025-05-30,inscription,FIC3,CA
170773LACOM,2025-05-04,,surveillance,FIC4,LCL
071279BONNE,2025-05-10,,surveillance,FIC1,CA
071279BONNE,,2025-06-12,inscription,FIC1,LCL
220973FERRA,2025-05-07,,surveillance,FIC3,CA
220973FERRA,,2025-06-13,inscription,FIC2,SOF
121099PINEA,2025-05-02,,surveillance,FIC1,SOF
140572MARIN,2025-05-01,,surveillance,FIC4,LCL
171065EVRAR,2025-05-09,,surveillance,FIC4,LCL
171065EVRAR,,2025-06-13,inscription,FIC1,CA
090602FOURN,2025-05-14,,surveillance,FIC4,LCL
160888LÉGER,2025-05-12,,surveillance,FIC3,SOF
160888LÉGER,,2025-06-15,inscription,FIC2,LCL
061164WEBER,2025-05-04,,surveillance,FIC1,CA
061164WEBER,,2025-06-04,inscription,FIC3,CA
170969CHARR,2025-05-02,,surveillance,FIC4,SOF
170969CHARR,,2025-06-02,inscription,FIC4,SOF
310764RENAR,2025-05-04,,surveillance,FIC1,LCL
200689BERTI,2025-05-14,,surveillance,FIC1,LCL
100375MUNOZ,2025-05-11,,surveillance,FIC3,SOF
270369JOURD,2025-05-04,,surveillance,FIC1,CA
251003BERTH,2025-05-11,,surveillance,FIC3,LCL
251003BERTH,,2025-06-12,inscription,FIC1,CA
110297LEROU,2025-05-02,,surveillance,FIC2,SOF
110297LEROU,,2025-06-06,inscription,FIC3,SOF
051294DURAN,2025-05-11,,surveillance,FIC4,SOF
051294DURAN,,2025-06-15,inscription,FIC2,LCL
310775LEFOR,2025-05-09,,surveillance,FIC4,LCL
140488ROUSS,2025-05-10,,surveillance,FIC2,LCL
140488ROUSS,,2025-06-10,inscription,FIC1,LCL
040574MARIE,2025-05-14,,surveillance,FIC4,LCL
021285JACQU,2025-05-13,,surveillance,FIC4,CA
220175PEREI,2025-05-06,,surveillance,FIC3,CA
220175PEREI,,2025-06-06,inscription,FIC1,CA
051270MOULI,2025-05-05,,surveillance,FIC3,LCL
010305LACOM,2025-05-03,,surveillance,FIC3,CA
010305LACOM,,2025-06-06,inscription,FIC2,CA
111005CHAUV,2025-05-08,,surveillance,FIC1,CA
111005CHAUV,,2025-06-13,inscription,FIC3,CA
031269THOMA,2025-05-03,,surveillance,FIC2,CA
220866LEMON,2025-05-13,,surveillance,FIC1,SOF
050275BOULA,2025-05-05,,surveillance,FIC4,CA
071089MARTI,2025-05-09,,surveillance,FIC2,SOF
030186JOSEP,2025-05-11,,surveillance,FIC1,SOF
030186JOSEP,,2025-06-11,inscription,FIC3,CA
161067PICHO,2025-05-01,,surveillance,FIC3,CA
010386TORRE,2025-05-14,,surveillance,FIC4,SOF
280383ADAM,2025-05-13,,surveillance,FIC1,LCL
280383ADAM,,2025-06-13,inscription,FIC1,CA
211185TORRE,2025-05-08,,surveillance,FIC4,CA
211185TORRE,,2025-06-08,inscription,FIC1,CA
131200GEORG,2025-05-10,,surveillance,FIC3,LCL
131200GEORG,,2025-06-15,inscription,FIC4,SOF
060174HERVÉ,2025-05-06,,surveillance,FIC1,SOF
060174HERVÉ,,2025-06-09,inscription,FIC3,SOF
131002BARON,2025-05-13,,surveillance,FIC3,CA
131002BARON,,2025-06-14,inscription,FIC2,SOF
060265GUILL,2025-05-03,,surveillance,FIC4,LCL
060265GUILL,,2025-06-06,inscription,FIC2,CA
170471LAUNA,2025-05-11,,surveillance,FIC1,SOF
170471LAUNA,,2025-06-13,inscription,FIC4,LCL
200194LAUNA,2025-05-04,,surveillance,FIC4,SOF
200194LAUNA,,2025-06-09,inscription,FIC1,CA
060266LECON,2025-05-02,,surveillance,FIC2,SOF
041181MENAR,2025-05-02,,surveillance,FIC3,CA
140206DE SO,2025-05-10,,surveillance,FIC3,CA
040400CAMUS,2025-05-11,,surveillance,FIC4,LCL
040400CAMUS,,2025-06-16,inscription,FIC2,LCL
150792ALBER,2025-05-03,,surveillance,FIC4,LCL
060581GILLE,2025-05-02,,surveillance,FIC3,SOF
310174COLLE,2025-05-14,,surveillance,FIC2,SOF
011196NORMA,2025-05-01,,surveillance,FIC2,SOF
011196NORMA,,2025-06-05,inscription,FIC1,LCL
070477FERNA,2025-05-10,,surveillance,FIC4,SOF
050988CARPE,2025-05-06,,surveillance,FIC2,SOF
050988CARPE,,2025-06-06,inscription,FIC2,LCL
131074MARTI,2025-05-09,,surveillance,FIC3,LCL
260706BÈGUE,2025-05-03,,surveillance,FIC4,LCL
110365GOSSE,2025-05-07,,surveillance,FIC4,SOF
271073MARTI,2025-05-02,,surveillance,FIC3,CA
170298TOUSS,2025-05-11,,surveillance,FIC3,CA
240177RICHA,2025-05-06,,surveillance,FIC2,SOF
240177RICHA,,2025-06-12,inscription,FIC1,LCL
100194GAUTI,2025-05-10,,surveillance,FIC4,SOF
100194GAUTI,,2025-06-11,inscription,FIC4,SOF
201104CARPE,2025-05-05,,surveillance,FIC4,CA
201104CARPE,,2025-06-06,inscription,FIC4,CA
071186DELOR,2025-05-13,,surveillance,FIC1,LCL
071186DELOR,,2025-06-16,inscription,FIC4,LCL
200998DUPON,2025-05-09,,surveillance,FIC1,LCL
200998DUPON,,2025-06-13,inscription,FIC2,SOF
150393HOARE,2025-05-01,,surveillance,FIC3,LCL
080395MOREA,2025-05-03,,surveillance,FIC4,SOF
091006REY,2025-05-01,,surveillance,FIC3,CA
091006REY,,2025-06-02,inscription,FIC1,CA
170470HAMON,2025-05-04,,surveillance,FIC2,SOF
010772LE GO,2025-04-30,,surveillance,FIC4,CA
010772LE GO,,2025-06-05,inscription,FIC4,SOF
290385MILLE,2025-05-13,,surveillance,FIC2,CA
290385MILLE,,2025-06-16,inscription,FIC1,SOF
261277DA CO,2025-05-03,,surveillance,FIC4,CA
020307ROLLA,2025-05-05,,surveillance,FIC2,CA
020307ROLLA,,2025-06-09,inscription,FIC1,LCL
131278MAILL,2025-05-04,,surveillance,FIC2,CA
131278MAILL,,2025-06-08,inscription,FIC3,LCL
270871POTTI,2025-05-12,,surveillance,FIC3,LCL
160190MEYER,2025-05-13,,surveillance,FIC1,SOF
111002NAVAR,2025-05-01,,surveillance,FIC3,LCL
111002NAVAR,,2025-06-04,inscription,FIC2,CA
100588DIJOU,2025-05-10,,surveillance,FIC3,LCL
100791DUVAL,2025-05-12,,surveillance,FIC3,CA
140701THOMA,2025-05-09,,surveillance,FIC1,CA
140701THOMA,,2025-06-12,inscription,FIC1,SOF
010985DUFOU,2025-05-09,,surveillance,FIC4,CA
220196JACQU,2025-05-07,,surveillance,FIC2,LCL
220196JACQU,,2025-06-10,inscription,FIC2,CA
230383LÉGER,2025-05-03,,surveillance,FIC2,CA
131171VALEN,2025-05-14,,surveillance,FIC2,CA
161167OLLIV,2025-05-12,,surveillance,FIC4,LCL
161167OLLIV,,2025-06-17,inscription,FIC1,LCL
050803LEFÈV,2025-05-08,,surveillance,FIC4,LCL
050803LEFÈV,,2025-06-09,inscription,FIC2,SOF
260988BOULA,2025-05-08,,surveillance,FIC1,CA
080465MARIO,2025-05-01,,surveillance,FIC4,CA
030869LELIÈ,2025-05-09,,surveillance,FIC2,SOF
030869LELIÈ,,2025-06-11,inscription,FIC2,LCL
300899FOUCH,2025-05-05,,surveillance,FIC3,SOF
300899FOUCH,,2025-06-05,inscription,FIC3,SOF
140169BRETO,2025-05-13,,surveillance,FIC3,SOF
241165WAGNE,2025-05-13,,surveillance,FIC1,CA
231205TRAOR,2025-04-30,,surveillance,FIC1,SOF
310195MUNOZ,2025-04-30,,surveillance,FIC1,SOF
310195MUNOZ,,2025-05-31,inscription,FIC2,CA
270188ÉTIEN,2025-05-05,,surveillance,FIC1,CA
081096MAILL,2025-05-12,,surveillance,FIC2,LCL
020579JULIE,2025-05-07,,surveillance,FIC4,SOF
020579JULIE,,2025-06-07,inscription,FIC3,SOF
010879MORVA,2025-04-29,,surveillance,FIC3,SOF
010879MORVA,,2025-05-30,inscription,FIC4,SOF
250771MAURI,2025-05-07,,surveillance,FIC4,SOF
250771MAURI,,2025-06-13,inscription,FIC3,CA
050107FOUQU,2025-05-06,,surveillance,FIC1,SOF
050107FOUQU,,2025-06-08,inscription,FIC3,SOF
160693GOSSE,2025-05-10,,surveillance,FIC4,CA
161191CARON,2025-05-08,,surveillance,FIC3,CA
050102COLLE,2025-05-05,,surveillance,FIC3,CA
210995BOUVE,2025-05-10,,surveillance,FIC4,LCL
210995BOUVE,,2025-06-10,inscription,FIC2,SOF
291067LEBRU,2025-05-06,,surveillance,FIC2,CA
300598MARY,2025-05-04,,surveillance,FIC3,CA
281004PERRE,2025-05-01,,surveillance,FIC2,LCL
100992BENOI,2025-05-10,,surveillance,FIC1,LCL
100992BENOI,,2025-06-14,inscription,FIC3,CA
070995PICAR,2025-04-29,,surveillance,FIC1,LCL
140389MARTI,2025-05-11,,surveillance,FIC4,CA
250895PAREN,2025-05-04,,surveillance,FIC3,CA
250895PAREN,,2025-06-08,inscription,FIC1,SOF
160768CHARP,2025-05-10,,surveillance,FIC3,LCL
160768CHARP,,2025-06-14,inscription,FIC3,CA
250684COULO,2025-05-07,,surveillance,FIC2,SOF
240591COURT,2025-05-09,,surveillance,FIC3,SOF
240591COURT,,2025-06-14,inscription,FIC1,CA
251005PELTI,2025-05-08,,surveillance,FIC3,SOF
031190OLLIV,2025-05-08,,surveillance,FIC1,LCL
031190OLLIV,,2025-06-09,inscription,FIC2,SOF
160964HENRY,2025-05-13,,surveillance,FIC2,LCL
160964HENRY,,2025-06-17,inscription,FIC3,LCL
010665DIDIE,2025-05-02,,surveillance,FIC4,CA
120883PELTI,2025-05-04,,surveillance,FIC3,LCL
081177LOISE,2025-05-04,,surveillance,FIC1,LCL
020282PINEA,2025-05-10,,surveillance,FIC3,SOF
020282PINEA,,2025-06-14,inscription,FIC1,SOF
270371ROUX,2025-04-30,,surveillance,FIC4,LCL
270371ROUX,,2025-06-06,inscription,FIC2,LCL
210269RENAR,2025-05-02,,surveillance,FIC2,CA
210269RENAR,,2025-06-03,inscription,FIC3,SOF
300587FAIVR,2025-05-12,,surveillance,FIC2,SOF
300587FAIVR,,2025-06-12,inscription,FIC2,LCL
230671BLOT,2025-05-06,,surveillance,FIC2,LCL
150180VALLÉ,2025-05-08,,surveillance,FIC2,LCL
150180VALLÉ,,2025-06-14,inscription,FIC2,CA
010478MEYER,2025-04-29,,surveillance,FIC2,LCL
010478MEYER,,2025-06-05,inscription,FIC1,CA
290767MULLE,2025-05-06,,surveillance,FIC4,CA
290767MULLE,,2025-06-10,inscription,FIC1,LCL
020987HERNA,2025-04-29,,surveillance,FIC3,SOF
020987HERNA,,2025-05-30,inscription,FIC1,CA
260269ADAM,2025-05-11,,surveillance,FIC1,CA
230792PELTI,2025-04-29,,surveillance,FIC3,LCL
230792PELTI,,2025-05-30,inscription,FIC1,SOF
100790MARTI,2025-05-05,,surveillance,FIC4,CA
150966GUILL,2025-05-07,,surveillance,FIC3,CA
170373MICHA,2025-05-01,,surveillance,FIC1,LCL
011006FAIVR,2025-05-03,,surveillance,FIC2,SOF
060587MAHE,2025-04-29,,surveillance,FIC4,LCL
060587MAHE,,2025-05-30,inscription,FIC1,CA
071294ROUSS,2025-05-06,,surveillance,FIC4,SOF
060405BOURD,2025-05-04,,surveillance,FIC3,LCL
260504ALBER,2025-05-05,,surveillance,FIC3,LCL
260504ALBER,,2025-06-09,inscription,FIC3,CA
100488BERNA,2025-05-05,,surveillance,FIC2,CA
160185RODRI,2025-05-14,,surveillance,FIC3,LCL
160185RODRI,,2025-06-14,inscription,FIC3,CA
011181VALET,2025-05-12,,surveillance,FIC3,CA
011181VALET,,2025-06-16,inscription,FIC4,CA
260999MAURI,2025-05-04,,surveillance,FIC3,CA
