id_client,date_consultation,origine_agence,canal
030665EVRAR,2025-06-09,SOF,Web
090500CAMUS,2025-06-09,SOF,Téléphone
300468PETIT,2025-06-09,LCL,Téléphone
141179ROGER,2025-06-09,CA,Web
220502MARTY,2025-06-09,LCL,Agence
090368LABBÉ,2025-06-09,CA,Web
120100LEFÈV,2025-06-09,CA,Web
050567LEDOU,2025-06-09,SOF,Web
170282PIRES,2025-06-09,SOF,Téléphone
190274FRANÇ,2025-06-09,CA,Web
190102PAGES,2025-06-09,CA,Web
140769VOISI,2025-06-09,SOF,Agence
050597MARCH,2025-06-09,SOF,Web
010305LECOQ,2025-06-09,LCL,Agence
250802PINEA,2025-06-09,LCL,Web
260598GILLE,2025-06-09,SOF,Web
040570BENOI,2025-06-09,CA,Téléphone
071177THIBA,2025-06-09,LCL,Téléphone
220894CHRÉT,2025-06-09,CA,Agence
200491WAGNE,2025-06-09,CA,Téléphone
141285COLLI,2025-06-09,SOF,Agence
080284MARIN,2025-06-09,LCL,Téléphone
310391LAMBE,2025-06-09,LCL,Web
190703BOURG,2025-06-09,SOF,Web
240287PASQU,2025-06-09,LCL,Agence
060101GUILL,2025-06-09,SOF,Téléphone
090575DIAZ,2025-06-09,LCL,Agence
250991HUBER,2025-06-09,CA,Agence
180872DUVAL,2025-06-09,SOF,Agence
301000LACRO,2025-06-09,SOF,Web
070885CARPE,2025-06-09,CA,Web
111266DANIE,2025-06-09,LCL,Téléphone
170179BERTR,2025-06-09,SOF,Agence
040576GROS,2025-06-09,SOF,Web
270184LEGRO,2025-06-09,SOF,Téléphone
300766DANIE,2025-06-09,LCL,Agence
091005LEGRO,2025-06-09,CA,Web
190602CAMUS,2025-06-09,LCL,Téléphone
151102ADAM,2025-06-09,CA,Web
220792GAUDI,2025-06-09,CA,Web
290689LÉVÊQ,2025-06-09,CA,Web
070787OLIVI,2025-06-09,LCL,Agence
080594BARBI,2025-06-09,LCL,Web
070985PETIT,2025-06-09,LCL,Web
161279NOËL,2025-06-09,LCL,Téléphone
050978JULIE,2025-06-09,LCL,Téléphone
060466GILLE,2025-06-09,SOF,Agence
020581COHEN,2025-06-09,SOF,Téléphone
220386PIERR,2025-06-09,SOF,Téléphone
200472GIRAU,2025-06-09,CA,Web
070282LEJEU,2025-06-09,SOF,Web
060297CAMUS,2025-06-09,CA,Web
271081DUHAM,2025-06-09,CA,Web
050596COSTA,2025-06-09,CA,Téléphone
140595PELTI,2025-06-09,SOF,Téléphone
100573MARÉC,2025-06-09,CA,Web
290504MONNI,2025-06-09,LCL,Téléphone
240177FABRE,2025-06-09,LCL,Web
230989GALLE,2025-06-09,CA,Téléphone
151182BESSO,2025-06-09,CA,Agence
161171HUMBE,2025-06-09,SOF,Téléphone
271200LENOI,2025-06-09,CA,Web
300765FERRE,2025-06-09,LCL,Téléphone
030795LÉGER,2025-06-09,LCL,Web
281194GUILL,2025-06-09,CA,Web
030965HOARE,2025-06-09,CA,Téléphone
100570HEBER,2025-06-09,SOF,Téléphone
091290WEISS,2025-06-09,SOF,Agence
301096LOUIS,2025-06-09,LCL,Téléphone
010275ROSSI,2025-06-09,SOF,Téléphone
