id_client,date_consultation,origine_agence,canal
181164DESCA,2025-05-30,CA,Web
200892MILLE,2025-05-30,CA,Agence
250472BARBI,2025-05-30,LCL,Web
190370COUTU,2025-05-30,SOF,Web
120389DUPUY,2025-05-30,CA,Web
180901CHARR,2025-05-30,LCL,Téléphone
310573ALLAI,2025-05-30,SOF,Web
200397DIALL,2025-05-30,LCL,Web
190696BOUVE,2025-05-30,LCL,Téléphone
261067ALLAR,2025-05-30,LCL,Web
020984LEMOI,2025-05-30,CA,Agence
051082BARBI,2025-05-30,CA,Téléphone
050393PICHO,2025-05-30,LCL,Agence
311299MOREA,2025-05-30,CA,Agence
150670LAROC,2025-05-30,CA,Téléphone
270802CHEVA,2025-05-30,SOF,Web
041095RUIZ,2025-05-30,CA,Téléphone
221078BOURG,2025-05-30,LCL,Téléphone
300195LEDOU,2025-05-30,CA,Téléphone
181083BONNI,2025-05-30,LCL,Web
060587GOMES,2025-05-30,LCL,Web
310795BLANC,2025-05-30,CA,Web
120571GAUTH,2025-05-30,LCL,Agence
200795BOUCH,2025-05-30,CA,Téléphone
050279MENDÈ,2025-05-30,SOF,Téléphone
231072DENIS,2025-05-30,LCL,Agence
180890BONNE,2025-05-30,CA,Téléphone
270170DUBOI,2025-05-30,LCL,Téléphone
260400DUMAS,2025-05-30,CA,Agence
140978DESCA,2025-05-30,LCL,Web
170587MARTI,2025-05-30,SOF,Web
140480TURPI,2025-05-30,LCL,Téléphone
290796LECON,2025-05-30,CA,Téléphone
021172SANCH,2025-05-30,SOF,Web
261279LAPOR,2025-05-30,CA,Web
300403CHEVA,2025-05-30,LCL,Téléphone
141278DA SI,2025-05-30,LCL,Téléphone
230567LE GO,2025-05-30,SOF,Agence
241198COULO,2025-05-30,CA,Web
141282RODRI,2025-05-30,CA,Web
081274MILLE,2025-05-30,SOF,Agence
260165TORRE,2025-05-30,LCL,Agence
061104DUPUI,2025-05-30,LCL,Téléphone
120302MAILL,2025-05-30,LCL,Téléphone
010778LAMBE,2025-05-30,LCL,Agence
150570CHRÉT,2025-05-30,SOF,Agence
161291CORDI,2025-05-30,SOF,Agence
210674DELMA,2025-05-30,LCL,Téléphone
191091THOMA,2025-05-30,SOF,Agence
030590OLIVI,2025-05-30,LCL,Agence
050580PRUVO,2025-05-30,CA,Téléphone
040781COSTE,2025-05-30,CA,Agence
211002DUHAM,2025-05-30,SOF,Web
301180PONS,2025-05-30,CA,Agence
011167MAURI,2025-05-30,CA,Téléphone
160999BÈGUE,2025-05-30,LCL,Web
090865CHRÉT,2025-05-30,CA,Web
291266DUBOI,2025-05-30,LCL,Agence
050306POIRI,2025-05-30,SOF,Web
271278MAURI,2025-05-30,SOF,Téléphone
101078GAY,2025-05-30,LCL,Agence
230868BRIAN,2025-05-30,LCL,Téléphone
290667LÉVY,2025-05-30,SOF,Téléphone
070470AUGER,2025-05-30,CA,Agence
060780LECON,2025-05-30,SOF,Agence
230674DELAU,2025-05-30,CA,Agence
060675MARTE,2025-05-30,SOF,Agence
