id_client,date_consultation,origine_agence,canal
110407LAINE,2025-06-13,SOF,Agence
040600GILLE,2025-06-13,SOF,Web
160989JACOB,2025-06-13,CA,Web
240767PRUVO,2025-06-13,LCL,Téléphone
301106JOSEP,2025-06-13,CA,Web
070368MARTI,2025-06-13,LCL,Web
220671WEBER,2025-06-13,SOF,Téléphone
180583TORRE,2025-06-13,SOF,Web
230188ADAM,2025-06-13,CA,Agence
010175BOUCH,2025-06-13,LCL,Agence
160297MAILL,2025-06-13,CA,Téléphone
251095BIGOT,2025-06-13,SOF,Agence
010903COSTA,2025-06-13,SOF,Agence
070207MASSE,2025-06-13,CA,Agence
280976MENAR,2025-06-13,SOF,Agence
291186BUISS,2025-06-13,CA,Web
270579MOREL,2025-06-13,LCL,Web
050772SCHMI,2025-06-13,LCL,Web
050800FABRE,2025-06-13,SOF,Web
210698MERLE,2025-06-13,LCL,Web
060771BOUCH,2025-06-13,CA,Agence
130100GAILL,2025-06-13,CA,Web
270503LEMON,2025-06-13,CA,Téléphone
190693FLEUR,2025-06-13,LCL,Téléphone
120596BOUSQ,2025-06-13,LCL,Web
190779PONS,2025-06-13,CA,Téléphone
020178COLLE,2025-06-13,CA,Agence
260375DELMA,2025-06-13,SOF,Web
201095JEAN,2025-06-13,SOF,Agence
150378LEBLA,2025-06-13,LCL,Agence
170867ROYER,2025-06-13,CA,Téléphone
221084GIRAU,2025-06-13,LCL,Web
110602BARBI,2025-06-13,CA,Téléphone
080991ALLAI,2025-06-13,LCL,Web
080875GUIBE,2025-06-13,SOF,Téléphone
210206BAUDR,2025-06-13,CA,Web
290767OLLIV,2025-06-13,SOF,Web
270796BLIN,2025-06-13,CA,Téléphone
220498ALBER,2025-06-13,LCL,Agence
271284SAMSO,2025-06-13,LCL,Web
180188GIRAR,2025-06-13,CA,Agence
190377LEFOR,2025-06-13,SOF,Agence
131082LECON,2025-06-13,SOF,Agence
130792DOS S,2025-06-13,CA,Web
190895CHAUV,2025-06-13,LCL,Agence
100200ALLAR,2025-06-13,CA,Téléphone
220994DA SI,2025-06-13,CA,Web
211093VALET,2025-06-13,LCL,Agence
221104GARNI,2025-06-13,LCL,Agence
150479GUILL,2025-06-13,LCL,Web
050671DA SI,2025-06-13,LCL,Web
121299MERCI,2025-06-13,LCL,Web
051180MARTI,2025-06-13,LCL,Web
230703MULLE,2025-06-13,LCL,Téléphone
161165DELMA,2025-06-13,CA,Agence
180793FLEUR,2025-06-13,CA,Web
170773LACOM,2025-06-13,LCL,Agence
071279BONNE,2025-06-13,LCL,Agence
220973FERRA,2025-06-13,CA,Téléphone
121099PINEA,2025-06-13,CA,Web
140572MARIN,2025-06-13,LCL,Agence
171065EVRAR,2025-06-13,CA,Téléphone
090602FOURN,2025-06-13,SOF,Téléphone
160888LÉGER,2025-06-13,CA,Agence
061164WEBER,2025-06-13,LCL,Téléphone
170969CHARR,2025-06-13,LCL,Téléphone
310764RENAR,2025-06-13,SOF,Web
200689BERTI,2025-06-13,LCL,Téléphone
100375MUNOZ,2025-06-13,LCL,Téléphone
270369JOURD,2025-06-13,CA,Web
251003BERTH,2025-06-13,CA,Téléphone
110297LEROU,2025-06-13,CA,Téléphone
051294DURAN,2025-06-13,CA,Web
310775LEFOR,2025-06-13,CA,Téléphone
140488ROUSS,2025-06-13,SOF,Téléphone
040574MARIE,2025-06-13,LCL,Agence
021285JACQU,2025-06-13,SOF,Web
220175PEREI,2025-06-13,LCL,Web
051270MOULI,2025-06-13,SOF,Web
010305LACOM,2025-06-13,LCL,Web
111005CHAUV,2025-06-13,CA,Agence
031269THOMA,2025-06-13,CA,Téléphone
220866LEMON,2025-06-13,CA,Web
050275BOULA,2025-06-13,SOF,Téléphone
071089MARTI,2025-06-13,LCL,Agence
030186JOSEP,2025-06-13,LCL,Web
161067PICHO,2025-06-13,LCL,Téléphone
010386TORRE,2025-06-13,SOF,Agence
280383ADAM,2025-06-13,SOF,Web
211185TORRE,2025-06-13,SOF,Agence
131200GEORG,2025-06-13,CA,Agence
060174HERVÉ,2025-06-13,LCL,Téléphone
131002BARON,2025-06-13,CA,Web
060265GUILL,2025-06-13,CA,Téléphone
170471LAUNA,2025-06-13,CA,Téléphone
200194LAUNA,2025-06-13,CA,Agence
060266LECON,2025-06-13,LCL,Agence
041181MENAR,2025-06-13,LCL,Téléphone
140206DE SO,2025-06-13,LCL,Téléphone
040400CAMUS,2025-06-13,SOF,Web
150792ALBER,2025-06-13,CA,Agence
060581GILLE,2025-06-13,LCL,Agence
310174COLLE,2025-06-13,SOF,Agence
011196NORMA,2025-06-13,LCL,Web
070477FERNA,2025-06-13,SOF,Web
050988CARPE,2025-06-13,CA,Agence
131074MARTI,2025-06-13,CA,Téléphone
