id_client,date_consultation,origine_agence,canal
311066HENRY,2025-05-27,SOF,Web
150303FAURE,2025-05-27,SOF,Téléphone
050792HENRY,2025-05-27,CA,Téléphone
010176BARON,2025-05-27,SOF,Agence
040693FRANÇ,2025-05-27,SOF,Agence
171176DUPUI,2025-05-27,CA,Téléphone
160386BOUSQ,2025-05-27,SOF,Web
280802GIMEN,2025-05-27,SOF,Téléphone
220591BAILL,2025-05-27,CA,Agence
140377GARNI,2025-05-27,CA,Web
030776COSTE,2025-05-27,CA,Web
200493LEBRU,2025-05-27,LCL,Téléphone
130185GIRAU,2025-05-27,LCL,Agence
040783LUCAS,2025-05-27,CA,Téléphone
180895GUYON,2025-05-27,SOF,Agence
180486RENAR,2025-05-27,SOF,Téléphone
180200ROBIN,2025-05-27,SOF,Téléphone
051190JOURD,2025-05-27,SOF,Agence
110674HAMON,2025-05-27,LCL,Téléphone
200184LEFEB,2025-05-27,LCL,Téléphone
180679BRUNE,2025-05-27,LCL,Web
040481GROND,2025-05-27,SOF,Téléphone
250677SCHMI,2025-05-27,LCL,Web
110384BRUN,2025-05-27,LCL,Téléphone
081282LACOM,2025-05-27,CA,Téléphone
181001AUBER,2025-05-27,LCL,Téléphone
180406FRANÇ,2025-05-27,LCL,Web
220886TEIXE,2025-05-27,CA,Téléphone
170897SEGUI,2025-05-27,SOF,Agence
200203BERTH,2025-05-27,SOF,Téléphone
010873CHAUV,2025-05-27,CA,Téléphone
300601JACQU,2025-05-27,LCL,Agence
240495DELAH,2025-05-27,CA,Téléphone
220964GIMEN,2025-05-27,SOF,Téléphone
181188OLLIV,2025-05-27,SOF,Téléphone
040897PAGES,2025-05-27,SOF,Agence
290666JOUBE,2025-05-27,SOF,Agence
190780GARNI,2025-05-27,LCL,Agence
030902LESAG,2025-05-27,CA,Web
160373ROSSI,2025-05-27,CA,Téléphone
260766THIBA,2025-05-27,LCL,Téléphone
271282FERNA,2025-05-27,CA,Agence
210170GRÉGO,2025-05-27,SOF,Téléphone
