id_client,date_consultation,origine_agence,canal
250864MARIN,2025-05-31,CA,Téléphone
210394JACQU,2025-05-31,CA,Web
241198FERNA,2025-05-31,SOF,Web
020582MOREL,2025-05-31,SOF,Téléphone
070190MAURI,2025-05-31,LCL,Web
010506DUPON,2025-05-31,LCL,Agence
030977WEISS,2025-05-31,CA,Web
250967MILLE,2025-05-31,CA,Web
130589THIBA,2025-05-31,CA,Web
070684GAY,2025-05-31,SOF,Agence
140384MARÉC,2025-05-31,LCL,Web
290390LEFOR,2025-05-31,LCL,Web
141077ALLAR,2025-05-31,LCL,Téléphone
170792ALEXA,2025-05-31,CA,Agence
110697ROCHE,2025-05-31,LCL,Agence
070782MICHE,2025-05-31,SOF,Téléphone
180196RAYNA,2025-05-31,LCL,Web
071299LEGRA,2025-05-31,SOF,Téléphone
141183BOUVI,2025-05-31,CA,Téléphone
181268BERNI,2025-05-31,LCL,Web
260671PAREN,2025-05-31,SOF,Agence
270191SAMSO,2025-05-31,LCL,Web
150600BRUN,2025-05-31,CA,Téléphone
281087LEDOU,2025-05-31,CA,Téléphone
100669LETEL,2025-05-31,CA,Téléphone
020966PERRO,2025-05-31,CA,Web
021075BRIAN,2025-05-31,LCL,Téléphone
050898LEFÈV,2025-05-31,CA,Agence
170795BOYER,2025-05-31,SOF,Agence
230964MUNOZ,2025-05-31,CA,Agence
180774GUICH,2025-05-31,CA,Agence
220291COHEN,2025-05-31,SOF,Téléphone
281271BONNE,2025-05-31,LCL,Web
070404DIALL,2025-05-31,LCL,Téléphone
070680BOULA,2025-05-31,LCL,Agence
070389BARTH,2025-05-31,LCL,Agence
301164LELEU,2025-05-31,LCL,Téléphone
301190LEMON,2025-05-31,SOF,Agence
240268FERNA,2025-05-31,CA,Agence
230173GROS,2025-05-31,SOF,Téléphone
110268LEDOU,2025-05-31,SOF,Agence
100785HERVÉ,2025-05-31,SOF,Téléphone
190881WEBER,2025-05-31,CA,Agence
131192DELMA,2025-05-31,CA,Web
121083OLLIV,2025-05-31,SOF,Agence
110874CHRÉT,2025-05-31,SOF,Agence
020591LESAG,2025-05-31,CA,Agence
301278MASSO,2025-05-31,CA,Web
120884PRÉVO,2025-05-31,CA,Agence
190892BOUCH,2025-05-31,CA,Téléphone
180402DUMAS,2025-05-31,CA,Web
041180LEFEB,2025-05-31,CA,Web
040498MOREA,2025-05-31,SOF,Agence
281202LAINE,2025-05-31,LCL,Téléphone
070771FOUQU,2025-05-31,LCL,Agence
311080ANDRE,2025-05-31,LCL,Agence
150387PERRI,2025-05-31,SOF,Agence
061187NOËL,2025-05-31,SOF,Agence
171167NORMA,2025-05-31,SOF,Agence
090488SAMSO,2025-05-31,LCL,Agence
121088MAHE,2025-05-31,SOF,Web
140693GIRAU,2025-05-31,CA,Téléphone
220704SCHMI,2025-05-31,LCL,Web
250690BECKE,2025-05-31,CA,Web
251079ROSSI,2025-05-31,LCL,Téléphone
030184GUIBE,2025-05-31,LCL,Agence
240703DUPUY,2025-05-31,LCL,Téléphone
040597FAIVR,2025-05-31,SOF,Téléphone
020885NICOL,2025-05-31,SOF,Téléphone
040394RAYNA,2025-05-31,SOF,Web
110399LAMY,2025-05-31,SOF,Agence
160181THIER,2025-05-31,SOF,Téléphone
100689BIGOT,2025-05-31,SOF,Téléphone
230798GOMEZ,2025-05-31,SOF,Téléphone
301275BLANC,2025-05-31,SOF,Téléphone
110484LEDUC,2025-05-31,LCL,Agence
300475GOMEZ,2025-05-31,LCL,Web
171089BOULA,2025-05-31,SOF,Web
100785MARCH,2025-05-31,LCL,Téléphone
211199MARCH,2025-05-31,SOF,Agence
070482GOSSE,2025-05-31,LCL,Téléphone
160876COULO,2025-05-31,CA,Téléphone
270190VALLE,2025-05-31,LCL,Web
231091BAUDR,2025-05-31,CA,Téléphone
030891FERNA,2025-05-31,LCL,Web
190865NICOL,2025-05-31,CA,Web
131199VASSE,2025-05-31,SOF,Agence
060602FOUCH,2025-05-31,SOF,Téléphone
200484MARIN,2025-05-31,CA,Téléphone
280488ROGER,2025-05-31,SOF,Téléphone
271266TRAOR,2025-05-31,LCL,Web
120581JACQU,2025-05-31,SOF,Web
111106MEYER,2025-05-31,LCL,Téléphone
210699LOPES,2025-05-31,CA,Téléphone
150467GIRAU,2025-05-31,SOF,Web
161271DESCH,2025-05-31,CA,Agence
180483PERON,2025-05-31,SOF,Agence
090202HUET,2025-05-31,CA,Téléphone
120771RENAU,2025-05-31,CA,Agence
240179HUET,2025-05-31,LCL,Agence
041087BOUTI,2025-05-31,CA,Agence
050272DESCH,2025-05-31,LCL,Téléphone
081264BOUSQ,2025-05-31,CA,Téléphone
290579LEROU,2025-05-31,CA,Web
200401NEVEU,2025-05-31,LCL,Agence
281281VALLE,2025-05-31,SOF,Web
130971GAUTH,2025-05-31,LCL,Web
230784LAGAR,2025-05-31,SOF,Agence
