id_client,date_consultation,origine_agence,canal
010799ROYER,2025-06-05,CA,Téléphone
010667NORMA,2025-06-05,SOF,Web
270894GOMEZ,2025-06-05,CA,Téléphone
011104BARBI,2025-06-05,SOF,Téléphone
300788MAILL,2025-06-05,LCL,Téléphone
250199SALMO,2025-06-05,LCL,Agence
030607HERNA,2025-06-05,CA,Téléphone
091296MARTY,2025-06-05,SOF,Web
140465JOLY,2025-06-05,LCL,Agence
280969MUNOZ,2025-06-05,CA,Web
020787MOREL,2025-06-05,CA,Agence
161003GODAR,2025-06-05,LCL,Téléphone
180592PRUVO,2025-06-05,SOF,Téléphone
180674DUHAM,2025-06-05,LCL,Agence
151164LEBLA,2025-06-05,LCL,Web
090786LOMBA,2025-06-05,LCL,Web
210483RENAR,2025-06-05,CA,Téléphone
010270MUNOZ,2025-06-05,CA,Agence
240288PICAR,2025-06-05,LCL,Web
140790HUET,2025-06-05,LCL,Téléphone
091282BOUVE,2025-06-05,LCL,Agence
170582RAYNA,2025-06-05,SOF,Téléphone
250304ANTOI,2025-06-05,LCL,Téléphone
170781GIRAR,2025-06-05,CA,Agence
280181FLEUR,2025-06-05,CA,Web
121191LAPOR,2025-06-05,SOF,Téléphone
191065REY,2025-06-05,SOF,Agence
050490BERTR,2025-06-05,SOF,Web
171281TECHE,2025-06-05,CA,Web
250406GUÉRI,2025-06-05,SOF,Web
071095ROUSS,2025-06-05,LCL,Téléphone
130303CLÉME,2025-06-05,SOF,Téléphone
020567CHRÉT,2025-06-05,LCL,Agence
130184PIERR,2025-06-05,CA,Agence
251176BOUVI,2025-06-05,SOF,Téléphone
141290WAGNE,2025-06-05,CA,Agence
031279LEMON,2025-06-05,LCL,Téléphone
110299MORIN,2025-06-05,CA,Téléphone
180480ROSSI,2025-06-05,LCL,Agence
031278BARON,2025-06-05,LCL,Web
160193MOREL,2025-06-05,SOF,Web
041199RIBEI,2025-06-05,CA,Téléphone
100800LEBRE,2025-06-05,SOF,Téléphone
040296LÉVY,2025-06-05,LCL,Agence
270682MONNI,2025-06-05,SOF,Web
180897MENAR,2025-06-05,LCL,Web
230584BOUVE,2025-06-05,CA,Web
070304LEJEU,2025-06-05,SOF,Agence
061100PICHO,2025-06-05,LCL,Web
281188LECOQ,2025-06-05,CA,Téléphone
090797GODAR,2025-06-05,LCL,Web
290689BONNE,2025-06-05,SOF,Agence
180770ARNAU,2025-06-05,CA,Web
231069GILBE,2025-06-05,LCL,Téléphone
161276BOULA,2025-06-05,LCL,Agence
120967MAHE,2025-06-05,LCL,Agence
030570GUILL,2025-06-05,LCL,Téléphone
240173MERCI,2025-06-05,CA,Web
260199GONCA,2025-06-05,SOF,Web
240605FERNA,2025-06-05,CA,Téléphone
180879BONNE,2025-06-05,LCL,Téléphone
230772GOMEZ,2025-06-05,CA,Téléphone
050476PAGES,2025-06-05,LCL,Agence
290396DUMON,2025-06-05,LCL,Web
070373COUTU,2025-06-05,SOF,Web
120681RAYNA,2025-06-05,CA,Web
270871ROLLA,2025-06-05,LCL,Agence
040173RÉMY,2025-06-05,CA,Web
121204ROUX,2025-06-05,LCL,Web
151280HUBER,2025-06-05,LCL,Agence
121195JEAN,2025-06-05,SOF,Agence
281003BOULA,2025-06-05,SOF,Téléphone
290781FERRE,2025-06-05,LCL,Téléphone
240585MARTY,2025-06-05,LCL,Agence
061092GUILL,2025-06-05,SOF,Téléphone
280369LACOM,2025-06-05,LCL,Téléphone
090703FISCH,2025-06-05,LCL,Web
160602TECHE,2025-06-05,SOF,Web
020375FABRE,2025-06-05,LCL,Web
230193PASQU,2025-06-05,SOF,Téléphone
131279MARTY,2025-06-05,CA,Web
261078DELAU,2025-06-05,CA,Téléphone
110972RODRI,2025-06-05,CA,Téléphone
161098MARTI,2025-06-05,LCL,Téléphone
261071BERTR,2025-06-05,LCL,Téléphone
230773LAMY,2025-06-05,CA,Téléphone
190871LEFEB,2025-06-05,LCL,Téléphone
120498FRANÇ,2025-06-05,CA,Agence
020368RICHA,2025-06-05,LCL,Agence
161085DAVID,2025-06-05,CA,Agence
090876VAILL,2025-06-05,LCL,Agence
090802LÉVY,2025-06-05,CA,Agence
150197RIBEI,2025-06-05,SOF,Téléphone
141191ROGER,2025-06-05,CA,Téléphone
141101BLOT,2025-06-05,LCL,Téléphone
130280BOYER,2025-06-05,SOF,Web
180368FERRE,2025-06-05,CA,Téléphone
110180PELLE,2025-06-05,CA,Web
130173TOUSS,2025-06-05,LCL,Téléphone
160701PETIT,2025-06-05,SOF,Téléphone
211267GARNI,2025-06-05,LCL,Web
300398DUPON,2025-06-05,CA,Web
210682GUYOT,2025-06-05,LCL,Téléphone
040279DUBOI,2025-06-05,SOF,Web
140971PERRI,2025-06-05,SOF,Agence
050504OLIVI,2025-06-05,SOF,Agence
081266JOURD,2025-06-05,SOF,Téléphone
210502ÉTIEN,2025-06-05,LCL,Web
211298LÉVÊQ,2025-06-05,CA,Agence
040606PERRE,2025-06-05,LCL,Agence
171080COUSI,2025-06-05,CA,Agence
130293GUICH,2025-06-05,LCL,Web
090996LELIÈ,2025-06-05,LCL,Agence
231171TESSI,2025-06-05,LCL,Web
260396BOURD,2025-06-05,CA,Web
280887BLANC,2025-06-05,CA,Agence
270571REY,2025-06-05,LCL,Agence
090966TECHE,2025-06-05,SOF,Web
130395LÉGER,2025-06-05,CA,Agence
110487HERNA,2025-06-05,SOF,Agence
270295LOISE,2025-06-05,LCL,Agence
040103GODAR,2025-06-05,SOF,Téléphone
231068MARTI,2025-06-05,SOF,Téléphone
281082COSTA,2025-06-05,LCL,Agence
110987DE SO,2025-06-05,LCL,Agence
