id_client,date_consultation,origine_agence,canal
280593LOISE,2025-06-07,SOF,Agence
270682RAMOS,2025-06-07,CA,Agence
200696MARTI,2025-06-07,LCL,Web
060287RODRI,2025-06-07,LCL,Agence
140299BÈGUE,2025-06-07,LCL,Web
140480BOUSQ,2025-06-07,SOF,Téléphone
020700MORIN,2025-06-07,SOF,Téléphone
240601ROUSS,2025-06-07,LCL,Téléphone
200178LEGRA,2025-06-07,SOF,Web
200775MALLE,2025-06-07,CA,Web
181075BERNA,2025-06-07,CA,Agence
220195LÉVÊQ,2025-06-07,CA,Téléphone
100670CARLI,2025-06-07,CA,Agence
140869BÈGUE,2025-06-07,SOF,Web
030292DIJOU,2025-06-07,LCL,Agence
180204CHARP,2025-06-07,SOF,Téléphone
190967BOUTI,2025-06-07,CA,Agence
040601DELAU,2025-06-07,LCL,Téléphone
020381MERLE,2025-06-07,SOF,Web
210403IMBER,2025-06-07,LCL,Web
180665BENOI,2025-06-07,LCL,Agence
060974IMBER,2025-06-07,CA,Téléphone
170866BOURD,2025-06-07,LCL,Web
080990NORMA,2025-06-07,LCL,Agence
040599BAZIN,2025-06-07,SOF,Téléphone
310391CHARL,2025-06-07,CA,Téléphone
110897WEBER,2025-06-07,CA,Agence
170479LEGRO,2025-06-07,LCL,Web
300500RAYNA,2025-06-07,CA,Téléphone
181074PELLE,2025-06-07,SOF,Web
160701SAUVA,2025-06-07,SOF,Agence
170196CARLI,2025-06-07,CA,Téléphone
200498OLIVI,2025-06-07,SOF,Téléphone
040794CARON,2025-06-07,LCL,Téléphone
121189LAINE,2025-06-07,CA,Web
031003ROUSS,2025-06-07,SOF,Téléphone
161098SAUVA,2025-06-07,LCL,Web
220771THIBA,2025-06-07,LCL,Agence
030965LEDOU,2025-06-07,SOF,Web
020689PRUVO,2025-06-07,CA,Agence
071076DIALL,2025-06-07,CA,Téléphone
030381HOARA,2025-06-07,LCL,Agence
050985RICHA,2025-06-07,LCL,Téléphone
300486LEJEU,2025-06-07,LCL,Téléphone
300482DUMON,2025-06-07,LCL,Téléphone
211268VALEN,2025-06-07,LCL,Agence
031091CHARL,2025-06-07,LCL,Agence
230793LUCAS,2025-06-07,LCL,Agence
230673DIALL,2025-06-07,SOF,Web
120486BERTI,2025-06-07,SOF,Téléphone
110179MARTI,2025-06-07,CA,Web
160478HEBER,2025-06-07,CA,Téléphone
311072SCHMI,2025-06-07,LCL,Web
120380MARCH,2025-06-07,CA,Téléphone
221181ALLAR,2025-06-07,CA,Web
170988LÉGER,2025-06-07,LCL,Web
130400TECHE,2025-06-07,SOF,Agence
030402WEISS,2025-06-07,LCL,Téléphone
230865LANGL,2025-06-07,CA,Téléphone
