id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
280381BARON,2025-04-18,,surveillance,FIC2,CA
100801BOURG,2025-04-17,,surveillance,FIC2,CA
100801BOURG,,2025-05-22,inscription,FIC1,SOF
051281LOPEZ,2025-04-19,,surveillance,FIC1,CA
141180DELAU,2025-04-20,,surveillance,FIC2,LCL
141180DELAU,,2025-05-24,inscription,FIC1,CA
140894GOSSE,2025-04-13,,surveillance,FIC4,SOF
120602GILLE,2025-04-13,,surveillance,FIC3,CA
170468DUMON,2025-04-16,,surveillance,FIC3,SOF
050900ROUSS,2025-04-06,,surveillance,FIC1,SOF
050900ROUSS,,2025-05-08,inscription,FIC4,CA
120865PONS,2025-04-14,,surveillance,FIC2,LCL
120865PONS,,2025-05-19,inscription,FIC3,LCL
150969BOUVI,2025-04-20,,surveillance,FIC4,LCL
150969BOUVI,,2025-05-26,inscription,FIC2,CA
121075MEYER,2025-04-19,,surveillance,FIC4,SOF
141200BLANC,2025-04-21,,surveillance,FIC3,SOF
141200BLANC,,2025-05-28,inscription,FIC3,SOF
211171LEFÈV,2025-04-19,,surveillance,FIC3,LCL
300771DUPRÉ,2025-04-14,,surveillance,FIC1,LCL
030891LEMAI,2025-04-13,,surveillance,FIC4,CA
030891LEMAI,,2025-05-18,inscription,FIC1,SOF
010901CLERC,2025-04-06,,surveillance,FIC3,LCL
010901CLERC,,2025-05-11,inscription,FIC1,SOF
070203CHAUV,2025-04-21,,surveillance,FIC3,CA
070203CHAUV,,2025-05-28,inscription,FIC4,SOF
230484BRUNE,2025-04-12,,surveillance,FIC4,SOF
020595GILBE,2025-04-14,,surveillance,FIC2,SOF
020595GILBE,,2025-05-21,inscription,FIC4,SOF
050183MORIN,2025-04-08,,surveillance,FIC4,SOF
050183MORIN,,2025-05-13,inscription,FIC3,SOF
211168FERRE,2025-04-20,,surveillance,FIC3,SOF
211168FERRE,,2025-05-26,inscription,FIC2,LCL
300598RAYMO,2025-04-17,,surveillance,FIC2,CA
210978GUYOT,2025-04-14,,surveillance,FIC4,CA
191089NOËL,2025-04-17,,surveillance,FIC1,LCL
200880JOUBE,2025-04-14,,surveillance,FIC3,SOF
200880JOUBE,,2025-05-15,inscription,FIC2,LCL
150589CAMUS,2025-04-15,,surveillance,FIC1,CA
101002BRUNE,2025-04-17,,surveillance,FIC1,CA
030668BESSO,2025-04-08,,surveillance,FIC3,SOF
030668BESSO,,2025-05-13,inscription,FIC4,SOF
140106BRETO,2025-04-20,,surveillance,FIC4,SOF
140106BRETO,,2025-05-27,inscription,FIC4,SOF
100886VALEN,2025-04-13,,surveillance,FIC3,LCL
100886VALEN,,2025-05-17,inscription,FIC1,CA
270307COURT,2025-04-10,,surveillance,FIC4,SOF
270307COURT,,2025-05-13,inscription,FIC3,LCL
010903JOURD,2025-04-11,,surveillance,FIC3,CA
230178MARIO,2025-04-21,,surveillance,FIC2,LCL
230178MARIO,,2025-05-24,inscription,FIC4,LCL
271277ALLAI,2025-04-18,,surveillance,FIC4,CA
271277ALLAI,,2025-05-19,inscription,FIC3,SOF
250687LOPEZ,2025-04-14,,surveillance,FIC3,SOF
250687LOPEZ,,2025-05-18,inscription,FIC1,LCL
191269SCHMI,2025-04-20,,surveillance,FIC1,LCL
191269SCHMI,,2025-05-24,inscription,FIC3,LCL
090603MAILL,2025-04-10,,surveillance,FIC1,SOF
030677LECOM,2025-04-11,,surveillance,FIC3,LCL
080505HUBER,2025-04-14,,surveillance,FIC1,LCL
100786DUVAL,2025-04-09,,surveillance,FIC2,SOF
100786DUVAL,,2025-05-15,inscription,FIC3,CA
250272PERRE,2025-04-09,,surveillance,FIC4,SOF
250272PERRE,,2025-05-10,inscription,FIC2,CA
270905CHRÉT,2025-04-21,,surveillance,FIC4,SOF
071281ADAM,2025-04-11,,surveillance,FIC2,LCL
071281ADAM,,2025-05-15,inscription,FIC2,LCL
270392MARY,2025-04-14,,surveillance,FIC4,LCL
150565FABRE,2025-04-15,,surveillance,FIC1,LCL
150565FABRE,,2025-05-18,inscription,FIC2,SOF
090193DIALL,2025-04-10,,surveillance,FIC2,LCL
090193DIALL,,2025-05-17,inscription,FIC2,LCL
210297CHARR,2025-04-16,,surveillance,FIC3,SOF
210297CHARR,,2025-05-20,inscription,FIC1,SOF
230975GILLE,2025-04-14,,surveillance,FIC3,SOF
230467MAILL,2025-04-12,,surveillance,FIC2,SOF
030198DIAZ,2025-04-10,,surveillance,FIC4,SOF
030198DIAZ,,2025-05-16,inscription,FIC4,SOF
080867VAILL,2025-04-15,,surveillance,FIC3,LCL
080867VAILL,,2025-05-21,inscription,FIC3,LCL
140670POTIE,2025-04-11,,surveillance,FIC4,LCL
140670POTIE,,2025-05-17,inscription,FIC3,CA
120399ANTOI,2025-04-16,,surveillance,FIC2,CA
120399ANTOI,,2025-05-20,inscription,FIC1,LCL
030585BARBI,2025-04-11,,surveillance,FIC4,LCL
030585BARBI,,2025-05-16,inscription,FIC2,SOF
120280PONS,2025-04-21,,surveillance,FIC4,LCL
120280PONS,,2025-05-26,inscription,FIC2,SOF
171285LAINE,2025-04-17,,surveillance,FIC2,SOF
240797LECON,2025-04-12,,surveillance,FIC3,LCL
240797LECON,,2025-05-17,inscription,FIC3,LCL
100985FERRE,2025-04-13,,surveillance,FIC3,CA
271073FERNA,2025-04-10,,surveillance,FIC2,LCL
120465FAURE,2025-04-21,,surveillance,FIC3,LCL
270873GUYOT,2025-04-09,,surveillance,FIC3,CA
270873GUYOT,,2025-05-10,inscription,FIC2,LCL
310179VALLE,2025-04-12,,surveillance,FIC3,CA
220567FABRE,2025-04-17,,surveillance,FIC2,LCL
291187EVRAR,2025-04-18,,surveillance,FIC2,LCL
291187EVRAR,,2025-05-23,inscription,FIC3,LCL
100992BOULA,2025-04-18,,surveillance,FIC2,CA
100992BOULA,,2025-05-20,inscription,FIC2,CA
121279LOISE,2025-04-09,,surveillance,FIC3,LCL
121279LOISE,,2025-05-14,inscription,FIC1,LCL
200191FAURE,2025-04-06,,surveillance,FIC4,LCL
200191FAURE,,2025-05-12,inscription,FIC2,CA
310303VALLE,2025-04-08,,surveillance,FIC2,SOF
310303VALLE,,2025-05-10,inscription,FIC2,SOF
170497GOSSE,2025-04-06,,surveillance,FIC2,SOF
141089TANGU,2025-04-12,,surveillance,FIC3,CA
290782CAMUS,2025-04-16,,surveillance,FIC2,LCL
300797LECOM,2025-04-16,,surveillance,FIC2,CA
020690DE OL,2025-04-21,,surveillance,FIC1,SOF
210194LESAG,2025-04-07,,surveillance,FIC2,LCL
210194LESAG,,2025-05-09,inscription,FIC2,SOF
300382HAMON,2025-04-11,,surveillance,FIC2,CA
300382HAMON,,2025-05-17,inscription,FIC4,SOF
061289PONS,2025-04-10,,surveillance,FIC2,SOF
061289PONS,,2025-05-12,inscription,FIC4,LCL
290666GERMA,2025-04-17,,surveillance,FIC4,SOF
270474PERRE,2025-04-15,,surveillance,FIC2,LCL
041166PELTI,2025-04-07,,surveillance,FIC1,CA
041166PELTI,,2025-05-10,inscription,FIC2,LCL
070578BUISS,2025-04-15,,surveillance,FIC3,CA
080307PINEA,2025-04-11,,surveillance,FIC2,SOF
191092COULO,2025-04-17,,surveillance,FIC3,SOF
270506PAUL,2025-04-14,,surveillance,FIC1,CA
060799BOURD,2025-04-18,,surveillance,FIC4,LCL
060799BOURD,,2025-05-24,inscription,FIC1,LCL
050381GODAR,2025-04-11,,surveillance,FIC1,SOF
050381GODAR,,2025-05-17,inscription,FIC1,LCL
290798MARTI,2025-04-16,,surveillance,FIC1,CA
290798MARTI,,2025-05-22,inscription,FIC1,SOF
050975RENAR,2025-04-16,,surveillance,FIC3,LCL
050975RENAR,,2025-05-17,inscription,FIC1,LCL
101274BERNA,2025-04-19,,surveillance,FIC4,SOF
130786GODAR,2025-04-17,,surveillance,FIC2,SOF
220568MARÉC,2025-04-20,,surveillance,FIC4,SOF
100969MAHE,2025-04-09,,surveillance,FIC1,SOF
010195MILLE,2025-04-16,,surveillance,FIC4,LCL
100977COHEN,2025-04-11,,surveillance,FIC4,CA
211090BLIN,2025-04-15,,surveillance,FIC1,CA
211090BLIN,,2025-05-16,inscription,FIC1,SOF
310573GUILL,2025-04-07,,surveillance,FIC3,LCL
250688DE SO,2025-04-06,,surveillance,FIC2,SOF
030399LE RO,2025-04-20,,surveillance,FIC2,LCL
030399LE RO,,2025-05-26,inscription,FIC1,LCL
261193GAUDI,2025-04-10,,surveillance,FIC2,CA
261193GAUDI,,2025-05-17,inscription,FIC4,SOF
061284LEMON,2025-04-07,,surveillance,FIC4,SOF
061284LEMON,,2025-05-12,inscription,FIC4,LCL
190474VOISI,2025-04-20,,surveillance,FIC2,SOF
270188CARLI,2025-04-15,,surveillance,FIC2,SOF
270188CARLI,,2025-05-18,inscription,FIC4,LCL
200365BECKE,2025-04-07,,surveillance,FIC3,SOF
020473GUILL,2025-04-21,,surveillance,FIC4,LCL
020473GUILL,,2025-05-27,inscription,FIC1,SOF
260499BOUTI,2025-04-13,,surveillance,FIC2,SOF
181076DELOR,2025-04-12,,surveillance,FIC2,LCL
181076DELOR,,2025-05-14,inscription,FIC4,CA
010794MENDÈ,2025-04-20,,surveillance,FIC3,CA
010794MENDÈ,,2025-05-25,inscription,FIC3,CA
100390COHEN,2025-04-13,,surveillance,FIC4,CA
100390COHEN,,2025-05-20,inscription,FIC4,SOF
250983ALVES,2025-04-09,,surveillance,FIC4,CA
250983ALVES,,2025-05-16,inscription,FIC3,SOF
101176FRANÇ,2025-04-18,,surveillance,FIC2,SOF
040484RIBEI,2025-04-17,,surveillance,FIC1,CA
040484RIBEI,,2025-05-18,inscription,FIC1,LCL
130377MENDÈ,2025-04-08,,surveillance,FIC1,SOF
010284AUBRY,2025-04-06,,surveillance,FIC2,SOF
010284AUBRY,,2025-05-07,inscription,FIC3,CA
020796BRUNE,2025-04-12,,surveillance,FIC3,SOF
020796BRUNE,,2025-05-16,inscription,FIC2,SOF
070671ALVES,2025-04-19,,surveillance,FIC4,SOF
170986PERRO,2025-04-11,,surveillance,FIC3,SOF
170986PERRO,,2025-05-18,inscription,FIC3,SOF
220604LAROC,2025-04-09,,surveillance,FIC1,CA
220392DIALL,2025-04-06,,surveillance,FIC2,LCL
220392DIALL,,2025-05-07,inscription,FIC3,CA
270982JOSEP,2025-04-16,,surveillance,FIC1,CA
270982JOSEP,,2025-05-17,inscription,FIC3,CA
040582NORMA,2025-04-12,,surveillance,FIC3,LCL
060392DUHAM,2025-04-11,,surveillance,FIC2,CA
180605LOPEZ,2025-04-20,,surveillance,FIC4,LCL
180605LOPEZ,,2025-05-26,inscription,FIC3,CA
170396MAILL,2025-04-19,,surveillance,FIC3,LCL
080968WEBER,2025-04-21,,surveillance,FIC4,CA
150369CHEVA,2025-04-08,,surveillance,FIC2,LCL
150369CHEVA,,2025-05-13,inscription,FIC4,SOF
270676SALMO,2025-04-10,,surveillance,FIC3,SOF
270676SALMO,,2025-05-13,inscription,FIC3,LCL
111098BOYER,2025-04-09,,surveillance,FIC2,LCL
050784REY,2025-04-08,,surveillance,FIC1,CA
050784REY,,2025-05-12,inscription,FIC3,CA
090789LEBLA,2025-04-08,,surveillance,FIC4,LCL
090789LEBLA,,2025-05-12,inscription,FIC2,CA
180677LAMY,2025-04-10,,surveillance,FIC4,SOF
180677LAMY,,2025-05-11,inscription,FIC1,LCL
290864FABRE,2025-04-09,,surveillance,FIC3,LCL
290864FABRE,,2025-05-15,inscription,FIC2,SOF
110404ROUSS,2025-04-17,,surveillance,FIC3,SOF
110404ROUSS,,2025-05-19,inscription,FIC4,CA
280199MARY,2025-04-08,,surveillance,FIC1,SOF
280199MARY,,2025-05-09,inscription,FIC4,CA
180669LACOM,2025-04-14,,surveillance,FIC1,LCL
180669LACOM,,2025-05-21,inscription,FIC2,SOF
110406FOUCH,2025-04-21,,surveillance,FIC2,SOF
110406FOUCH,,2025-05-23,inscription,FIC1,SOF
061280REYNA,2025-04-06,,surveillance,FIC3,SOF
140267DE SO,2025-04-07,,surveillance,FIC3,LCL
140267DE SO,,2025-05-13,inscription,FIC4,LCL
030592LEFÈV,2025-04-11,,surveillance,FIC1,SOF
030592LEFÈV,,2025-05-13,inscription,FIC2,LCL
240181SALMO,2025-04-17,,surveillance,FIC4,CA
301283LOPES,2025-04-08,,surveillance,FIC3,SOF
260468GUILL,2025-04-17,,surveillance,FIC1,CA
100981FOUQU,2025-04-12,,surveillance,FIC2,CA
100981FOUQU,,2025-05-16,inscription,FIC2,CA
160180LEGRA,2025-04-06,,surveillance,FIC1,LCL
160180LEGRA,,2025-05-09,inscription,FIC2,CA
240372PIRES,2025-04-13,,surveillance,FIC1,SOF
240372PIRES,,2025-05-15,inscription,FIC1,SOF
201064PASQU,2025-04-10,,surveillance,FIC4,LCL
201064PASQU,,2025-05-15,inscription,FIC1,LCL
100377LUCAS,2025-04-06,,surveillance,FIC3,CA
211089NICOL,2025-04-07,,surveillance,FIC1,CA
130379MOREL,2025-04-08,,surveillance,FIC1,SOF
130379MOREL,,2025-05-14,inscription,FIC2,LCL
260171LAINE,2025-04-16,,surveillance,FIC4,CA
260171LAINE,,2025-05-22,inscription,FIC4,CA
020375BRUNE,2025-04-10,,surveillance,FIC4,CA
020375BRUNE,,2025-05-16,inscription,FIC1,LCL
071271ROGER,2025-04-08,,surveillance,FIC2,CA
071271ROGER,,2025-05-14,inscription,FIC4,SOF
220475RODRI,2025-04-11,,surveillance,FIC1,CA
150203BLANC,2025-04-08,,surveillance,FIC3,CA
150203BLANC,,2025-05-09,inscription,FIC3,CA
271101JACQU,2025-04-15,,surveillance,FIC1,SOF
271101JACQU,,2025-05-19,inscription,FIC3,LCL
051200RAYNA,2025-04-10,,surveillance,FIC2,SOF
051200RAYNA,,2025-05-16,inscription,FIC4,SOF
130180CHEVA,2025-04-10,,surveillance,FIC2,LCL
120570JEAN,2025-04-19,,surveillance,FIC3,LCL
120570JEAN,,2025-05-21,inscription,FIC4,SOF
130201NAVAR,2025-04-08,,surveillance,FIC4,SOF
130201NAVAR,,2025-05-09,inscription,FIC2,LCL
021078IMBER,2025-04-07,,surveillance,FIC3,LCL
170583GARCI,2025-04-20,,surveillance,FIC1,LCL
251188GUILB,2025-04-10,,surveillance,FIC1,LCL
251188GUILB,,2025-05-16,inscription,FIC3,CA
010989BARTH,2025-04-16,,surveillance,FIC2,LCL
010989BARTH,,2025-05-19,inscription,FIC2,SOF
230772WAGNE,2025-04-08,,surveillance,FIC2,LCL
230772WAGNE,,2025-05-14,inscription,FIC1,SOF
041076LECOQ,2025-04-13,,surveillance,FIC1,CA
060980MASSE,2025-04-10,,surveillance,FIC3,LCL
021082CHEVA,2025-04-10,,surveillance,FIC3,CA
251076GERMA,2025-04-09,,surveillance,FIC3,LCL
140490MENDÈ,2025-04-13,,surveillance,FIC4,SOF
140490MENDÈ,,2025-05-20,inscription,FIC2,LCL
011098HERNA,2025-04-11,,surveillance,FIC3,CA
011098HERNA,,2025-05-12,inscription,FIC3,SOF
150906VAILL,2025-04-14,,surveillance,FIC2,LCL
170986DANIE,2025-04-10,,surveillance,FIC3,SOF
170986DANIE,,2025-05-17,inscription,FIC1,CA
160766HUBER,2025-04-14,,surveillance,FIC3,CA
160766HUBER,,2025-05-21,inscription,FIC3,LCL
030798ROUSS,2025-04-17,,surveillance,FIC1,LCL
281185LOMBA,2025-04-12,,surveillance,FIC2,LCL
281185LOMBA,,2025-05-16,inscription,FIC4,SOF
090966ÉTIEN,2025-04-12,,surveillance,FIC1,CA
130185GIRAU,2025-04-09,,surveillance,FIC3,LCL
100870BONNE,2025-04-10,,surveillance,FIC3,SOF
100870BONNE,,2025-05-13,inscription,FIC2,LCL
020583MEYER,2025-04-13,,surveillance,FIC4,LCL
020583MEYER,,2025-05-17,inscription,FIC3,SOF
200370BRUNE,2025-04-20,,surveillance,FIC2,SOF
090194ROUX,2025-04-06,,surveillance,FIC4,SOF
090194ROUX,,2025-05-13,inscription,FIC3,CA
270791LAROC,2025-04-18,,surveillance,FIC3,LCL
270791LAROC,,2025-05-25,inscription,FIC3,CA
100789CHARP,2025-04-21,,surveillance,FIC1,LCL
311073ROBER,2025-04-21,,surveillance,FIC2,CA
311073ROBER,,2025-05-23,inscription,FIC4,SOF
210988COUTU,2025-04-08,,surveillance,FIC2,SOF
111282NEVEU,2025-04-09,,surveillance,FIC1,LCL
050170MARIN,2025-04-08,,surveillance,FIC4,CA
180402NOËL,2025-04-12,,surveillance,FIC4,LCL
240699COLLE,2025-04-11,,surveillance,FIC4,LCL
240699COLLE,,2025-05-18,inscription,FIC1,SOF
180800LOUIS,2025-04-09,,surveillance,FIC4,SOF
300974VALET,2025-04-11,,surveillance,FIC4,CA
300974VALET,,2025-05-16,inscription,FIC1,LCL
231293JACQU,2025-04-10,,surveillance,FIC3,CA
231293JACQU,,2025-05-11,inscription,FIC2,CA
230278MEYER,2025-04-06,,surveillance,FIC4,CA
230278MEYER,,2025-05-09,inscription,FIC4,CA
120273BLOND,2025-04-08,,surveillance,FIC4,SOF
120273BLOND,,2025-05-12,inscription,FIC1,SOF
180498LACRO,2025-04-09,,surveillance,FIC2,CA
180498LACRO,,2025-05-15,inscription,FIC3,CA
080398OLLIV,2025-04-21,,surveillance,FIC2,CA
080398OLLIV,,2025-05-28,inscription,FIC1,CA
181064ROBIN,2025-04-10,,surveillance,FIC1,LCL
181064ROBIN,,2025-05-16,inscription,FIC2,LCL
221268RÉMY,2025-04-14,,surveillance,FIC1,LCL
200165COSTA,2025-04-20,,surveillance,FIC3,SOF
111167TANGU,2025-04-12,,surveillance,FIC3,LCL
080384PETIT,2025-04-21,,surveillance,FIC1,LCL
120975LAMY,2025-04-09,,surveillance,FIC4,SOF
270305DIDIE,2025-04-19,,surveillance,FIC2,SOF
270305DIDIE,,2025-05-26,inscription,FIC4,CA
201099REYNA,2025-04-15,,surveillance,FIC3,SOF
201099REYNA,,2025-05-22,inscription,FIC1,CA
050687FERRA,2025-04-12,,surveillance,FIC4,CA
050687FERRA,,2025-05-18,inscription,FIC4,SOF
200680SEGUI,2025-04-19,,surveillance,FIC2,CA
021179COUTU,2025-04-07,,surveillance,FIC4,SOF
280199BOUSQ,2025-04-17,,surveillance,FIC2,SOF
010888MENAR,2025-04-14,,surveillance,FIC1,SOF
110996BÈGUE,2025-04-21,,surveillance,FIC2,SOF
110996BÈGUE,,2025-05-24,inscription,FIC4,CA
190385RODRI,2025-04-21,,surveillance,FIC4,LCL
190385RODRI,,2025-05-26,inscription,FIC1,SOF
310378TEIXE,2025-04-10,,surveillance,FIC3,LCL
221179RAYMO,2025-04-12,,surveillance,FIC1,CA
040665PERON,2025-04-08,,surveillance,FIC3,SOF
290106CARON,2025-04-18,,surveillance,FIC2,SOF
290106CARON,,2025-05-19,inscription,FIC4,LCL
081196BERTR,2025-04-08,,surveillance,FIC3,CA
081196BERTR,,2025-05-11,inscription,FIC1,CA
211179BOULA,2025-04-12,,surveillance,FIC1,SOF
210277DELAU,2025-04-19,,surveillance,FIC1,CA
070307DUBOI,2025-04-14,,surveillance,FIC4,SOF
070307DUBOI,,2025-05-21,inscription,FIC2,CA
111264DUPUI,2025-04-16,,surveillance,FIC1,SOF
111264DUPUI,,2025-05-21,inscription,FIC3,LCL
160981AUGER,2025-04-20,,surveillance,FIC3,LCL
160981AUGER,,2025-05-21,inscription,FIC4,SOF
010165BERTR,2025-04-20,,surveillance,FIC2,CA
010165BERTR,,2025-05-24,inscription,FIC1,CA
100888EVRAR,2025-04-12,,surveillance,FIC1,CA
100888EVRAR,,2025-05-15,inscription,FIC2,LCL
190984PELLE,2025-04-19,,surveillance,FIC2,SOF
190984PELLE,,2025-05-26,inscription,FIC2,CA
210787ROBIN,2025-04-10,,surveillance,FIC4,CA
120698HEBER,2025-04-07,,surveillance,FIC2,LCL
260206PETIT,2025-04-09,,surveillance,FIC1,LCL
050975GUILL,2025-04-15,,surveillance,FIC2,LCL
050975GUILL,,2025-05-18,inscription,FIC3,LCL
060901LÉGER,2025-04-11,,surveillance,FIC1,LCL
060901LÉGER,,2025-05-15,inscription,FIC1,CA
010266NGUYE,2025-04-18,,surveillance,FIC3,LCL
150896PONS,2025-04-19,,surveillance,FIC2,CA
150896PONS,,2025-05-22,inscription,FIC1,SOF
191264BARON,2025-04-20,,surveillance,FIC1,CA
170266PAGES,2025-04-20,,surveillance,FIC1,SOF
170266PAGES,,2025-05-26,inscription,FIC2,SOF
170465CORDI,2025-04-12,,surveillance,FIC4,CA
090675GAUDI,2025-04-08,,surveillance,FIC4,CA
240781MERCI,2025-04-09,,surveillance,FIC4,SOF
271067CAMUS,2025-04-06,,surveillance,FIC3,CA
140396RÉMY,2025-04-14,,surveillance,FIC4,LCL
040974RAYNA,2025-04-09,,surveillance,FIC4,LCL
030204LEROY,2025-04-07,,surveillance,FIC1,LCL
261102WEISS,2025-04-12,,surveillance,FIC1,SOF
200302REGNI,2025-04-12,,surveillance,FIC3,SOF
171073BOYER,2025-04-06,,surveillance,FIC3,CA
171073BOYER,,2025-05-09,inscription,FIC1,SOF
281268MATHI,2025-04-10,,surveillance,FIC3,SOF
281268MATHI,,2025-05-13,inscription,FIC2,SOF
160873THIBA,2025-04-18,,surveillance,FIC3,SOF
050971DAVID,2025-04-14,,surveillance,FIC4,SOF
230286FLEUR,2025-04-07,,surveillance,FIC2,CA
230286FLEUR,,2025-05-13,inscription,FIC4,CA
261288ALEXA,2025-04-14,,surveillance,FIC3,LCL
261288ALEXA,,2025-05-15,inscription,FIC2,LCL
221088CARON,2025-04-09,,surveillance,FIC2,SOF
230569MORIN,2025-04-07,,surveillance,FIC3,SOF
030470GOMES,2025-04-15,,surveillance,FIC2,CA
200765CHEVA,2025-04-08,,surveillance,FIC2,CA
250265ROUSS,2025-04-18,,surveillance,FIC2,LCL
250265ROUSS,,2025-05-22,inscription,FIC2,LCL
310890FISCH,2025-04-12,,surveillance,FIC3,CA
310890FISCH,,2025-05-16,inscription,FIC3,LCL
011086MAURI,2025-04-18,,surveillance,FIC4,CA
060206LEBRE,2025-04-16,,surveillance,FIC2,CA
151076BLANC,2025-04-15,,surveillance,FIC1,CA
311279MALLE,2025-04-11,,surveillance,FIC2,SOF
311279MALLE,,2025-05-12,inscription,FIC4,LCL
240774BAZIN,2025-04-06,,surveillance,FIC1,CA
240774BAZIN,,2025-05-10,inscription,FIC3,SOF
241001POTTI,2025-04-19,,surveillance,FIC4,LCL
010904LEGRO,2025-04-14,,surveillance,FIC4,LCL
290589NGUYE,2025-04-15,,surveillance,FIC2,CA
070667COUSI,2025-04-14,,surveillance,FIC3,CA
220398KLEIN,2025-04-07,,surveillance,FIC2,CA
220398KLEIN,,2025-05-12,inscription,FIC4,CA
111287DUPON,2025-04-11,,surveillance,FIC2,CA
111287DUPON,,2025-05-16,inscription,FIC3,CA
020193PAGES,2025-04-18,,surveillance,FIC1,CA
190673MERLE,2025-04-18,,surveillance,FIC1,SOF
250498PERRI,2025-04-07,,surveillance,FIC2,CA
250498PERRI,,2025-05-11,inscription,FIC4,SOF
300901MORIN,2025-04-21,,surveillance,FIC3,SOF
300901MORIN,,2025-05-28,inscription,FIC3,SOF
120683OLLIV,2025-04-14,,surveillance,FIC4,LCL
120683OLLIV,,2025-05-19,inscription,FIC3,CA
060285DUBOI,2025-04-12,,surveillance,FIC1,CA
060285DUBOI,,2025-05-19,inscription,FIC4,CA
080100MARQU,2025-04-18,,surveillance,FIC3,SOF
080870POTIE,2025-04-13,,surveillance,FIC1,SOF
081186GONZA,2025-04-20,,surveillance,FIC1,SOF
081186GONZA,,2025-05-27,inscription,FIC3,SOF
020794LÉVÊQ,2025-04-14,,surveillance,FIC4,CA
020794LÉVÊQ,,2025-05-17,inscription,FIC3,LCL
121180TECHE,2025-04-17,,surveillance,FIC2,SOF
121180TECHE,,2025-05-22,inscription,FIC4,SOF
031177LEMAÎ,2025-04-10,,surveillance,FIC4,LCL
291288RAYNA,2025-04-08,,surveillance,FIC4,SOF
291288RAYNA,,2025-05-11,inscription,FIC4,CA
250671GÉRAR,2025-04-15,,surveillance,FIC1,SOF
240369RAMOS,2025-04-21,,surveillance,FIC3,CA
