id_client,date_consultation,origine_agence,canal
200769MOREL,2025-06-03,CA,Agence
260393DUVAL,2025-06-03,SOF,Téléphone
210769TOUSS,2025-06-03,CA,Agence
250688WEBER,2025-06-03,CA,Téléphone
071267SALMO,2025-06-03,CA,Téléphone
240498AUBRY,2025-06-03,CA,Téléphone
120182POTTI,2025-06-03,CA,Agence
200193DUVAL,2025-06-03,SOF,Web
100296CHEVA,2025-06-03,CA,Téléphone
201264ADAM,2025-06-03,CA,Web
220369GRÉGO,2025-06-03,LCL,Web
250278GAILL,2025-06-03,LCL,Web
061190DESCA,2025-06-03,SOF,Agence
061201GOMEZ,2025-06-03,SOF,Web
220386PAUL,2025-06-03,LCL,Agence
020998LE GO,2025-06-03,CA,Web
130578BARBI,2025-06-03,LCL,Agence
110199HENRY,2025-06-03,LCL,Web
290700CHEVA,2025-06-03,SOF,Web
140581JOSEP,2025-06-03,LCL,Web
271192COSTA,2025-06-03,CA,Web
030101MEYER,2025-06-03,SOF,Agence
221171VIDAL,2025-06-03,LCL,Téléphone
300689GAUDI,2025-06-03,LCL,Agence
180100MAURI,2025-06-03,SOF,Téléphone
070793COULO,2025-06-03,CA,Téléphone
070596FRANÇ,2025-06-03,SOF,Web
110771BARTH,2025-06-03,SOF,Web
090190MARTI,2025-06-03,CA,Agence
291101DA SI,2025-06-03,CA,Agence
291176VALLÉ,2025-06-03,CA,Téléphone
210793CHEVA,2025-06-03,LCL,Web
030170CHARP,2025-06-03,SOF,Web
200385MARÉC,2025-06-03,LCL,Téléphone
290682LOUIS,2025-06-03,CA,Agence
090189PRÉVO,2025-06-03,CA,Web
191197POULA,2025-06-03,LCL,Web
081266ROCHE,2025-06-03,LCL,Téléphone
120274PELTI,2025-06-03,CA,Agence
210407DE OL,2025-06-03,SOF,Web
210398LECLE,2025-06-03,CA,Web
201001ALLAR,2025-06-03,SOF,Agence
100266PONS,2025-06-03,SOF,Agence
180706LEMON,2025-06-03,LCL,Agence
141073MARTI,2025-06-03,SOF,Web
070465MAHE,2025-06-03,LCL,Téléphone
090207FERNA,2025-06-03,LCL,Téléphone
260597DUPUI,2025-06-03,LCL,Téléphone
160706DOS S,2025-06-03,LCL,Agence
020373CLÉME,2025-06-03,LCL,Téléphone
250588DIAZ,2025-06-03,LCL,Web
311281GUILL,2025-06-03,LCL,Web
171188TOUSS,2025-06-03,LCL,Téléphone
010767BOUCH,2025-06-03,SOF,Agence
080271MARIO,2025-06-03,CA,Agence
181079LÉGER,2025-06-03,SOF,Web
110467POTIE,2025-06-03,LCL,Agence
140971FAIVR,2025-06-03,SOF,Web
030478GEORG,2025-06-03,LCL,Téléphone
051097BLOND,2025-06-03,CA,Téléphone
250684PERRI,2025-06-03,SOF,Web
251077CORDI,2025-06-03,SOF,Web
250867HUBER,2025-06-03,LCL,Web
300984DELAU,2025-06-03,LCL,Agence
110899JOSEP,2025-06-03,SOF,Web
301188RODRI,2025-06-03,LCL,Web
120503IMBER,2025-06-03,LCL,Web
260985LE RO,2025-06-03,CA,Téléphone
160376DUHAM,2025-06-03,LCL,Téléphone
290706MUNOZ,2025-06-03,CA,Téléphone
200578BARON,2025-06-03,LCL,Téléphone
180202HUBER,2025-06-03,LCL,Téléphone
050765RAYMO,2025-06-03,LCL,Téléphone
301180LEDUC,2025-06-03,SOF,Téléphone
010867MARIO,2025-06-03,LCL,Téléphone
120877POIRI,2025-06-03,LCL,Téléphone
270300VALLE,2025-06-03,SOF,Web
201265DE SO,2025-06-03,CA,Agence
110303FLEUR,2025-06-03,LCL,Web
071285ADAM,2025-06-03,SOF,Agence
310391DELAN,2025-06-03,LCL,Téléphone
210993COLIN,2025-06-03,CA,Web
090300ROY,2025-06-03,SOF,Téléphone
260380CARPE,2025-06-03,CA,Téléphone
