id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
220788BRUNE,2025-05-05,,surveillance,FIC4,SOF
110584LOISE,2025-04-30,,surveillance,FIC3,LCL
250695GUIBE,2025-05-07,,surveillance,FIC1,SOF
250695GUIBE,,2025-06-07,inscription,FIC2,CA
130676NOËL,2025-05-04,,surveillance,FIC1,CA
130676NOËL,,2025-06-10,inscription,FIC2,CA
201295DANIE,2025-05-06,,surveillance,FIC4,CA
090567LOPES,2025-04-27,,surveillance,FIC3,SOF
061092DESCH,2025-05-03,,surveillance,FIC4,LCL
100374GERMA,2025-05-02,,surveillance,FIC2,SOF
100374GERMA,,2025-06-02,inscription,FIC2,CA
250994BONNE,2025-04-27,,surveillance,FIC2,LCL
180207LAROC,2025-05-02,,surveillance,FIC3,LCL
180207LAROC,,2025-06-08,inscription,FIC3,LCL
130677BAZIN,2025-05-11,,surveillance,FIC1,SOF
120671NAVAR,2025-05-07,,surveillance,FIC3,SOF
120671NAVAR,,2025-06-08,inscription,FIC4,SOF
031064ROLLA,2025-05-07,,surveillance,FIC2,LCL
031064ROLLA,,2025-06-12,inscription,FIC3,SOF
100789BARTH,2025-04-27,,surveillance,FIC3,LCL
100789BARTH,,2025-05-29,inscription,FIC2,SOF
071092ROLLA,2025-05-03,,surveillance,FIC1,SOF
071092ROLLA,,2025-06-09,inscription,FIC2,CA
130866TOUSS,2025-04-28,,surveillance,FIC2,LCL
130866TOUSS,,2025-05-29,inscription,FIC2,SOF
070604ROBER,2025-05-11,,surveillance,FIC2,CA
111282ALLAI,2025-04-27,,surveillance,FIC4,LCL
191071LEGEN,2025-05-03,,surveillance,FIC2,CA
190866COLAS,2025-05-06,,surveillance,FIC3,SOF
260867NAVAR,2025-05-01,,surveillance,FIC4,CA
260867NAVAR,,2025-06-05,inscription,FIC2,SOF
130905DUMAS,2025-05-03,,surveillance,FIC3,LCL
130905DUMAS,,2025-06-03,inscription,FIC2,SOF
140568RENAU,2025-05-07,,surveillance,FIC1,LCL
221066HUBER,2025-05-06,,surveillance,FIC2,CA
240705BECKE,2025-05-05,,surveillance,FIC4,SOF
271081PETIT,2025-05-04,,surveillance,FIC1,SOF
