id_client,date_consultation,origine_agence,canal
140671POIRI,2025-06-14,CA,Web
300699COLLE,2025-06-14,CA,Agence
180689DAVID,2025-06-14,SOF,Web
010171BOULA,2025-06-14,SOF,Téléphone
240376GILLE,2025-06-14,LCL,Téléphone
081169BLANC,2025-06-14,LCL,Agence
151091SAUVA,2025-06-14,LCL,Agence
030695BESNA,2025-06-14,LCL,Agence
280574GEORG,2025-06-14,SOF,Web
210696NAVAR,2025-06-14,CA,Téléphone
030901CHARR,2025-06-14,LCL,Téléphone
151275MARCH,2025-06-14,LCL,Web
050490BAZIN,2025-06-14,LCL,Agence
060896NAVAR,2025-06-14,CA,Téléphone
250700PELTI,2025-06-14,SOF,Téléphone
151001MULLE,2025-06-14,CA,Web
130893CHAUV,2025-06-14,CA,Agence
161004LAUNA,2025-06-14,SOF,Téléphone
251182DESCH,2025-06-14,SOF,Téléphone
030204VALLE,2025-06-14,LCL,Téléphone
190991VALLE,2025-06-14,CA,Téléphone
160368PRUVO,2025-06-14,LCL,Web
120272MARTI,2025-06-14,LCL,Téléphone
190775BOUTI,2025-06-14,SOF,Téléphone
230696DAVID,2025-06-14,LCL,Téléphone
120180GUIBE,2025-06-14,LCL,Téléphone
260695BOUVE,2025-06-14,LCL,Téléphone
180471BODIN,2025-06-14,CA,Web
140368JOUBE,2025-06-14,LCL,Agence
040867BUISS,2025-06-14,CA,Agence
190894GOSSE,2025-06-14,CA,Téléphone
210283GRÉGO,2025-06-14,SOF,Téléphone
251287KLEIN,2025-06-14,CA,Téléphone
231278ALBER,2025-06-14,LCL,Téléphone
060369GUYOT,2025-06-14,LCL,Agence
220779MARTY,2025-06-14,SOF,Agence
120588CHART,2025-06-14,CA,Agence
020485MARTE,2025-06-14,SOF,Agence
230973VINCE,2025-06-14,LCL,Web
041169GÉRAR,2025-06-14,CA,Agence
090278GAUTH,2025-06-14,CA,Web
181280AUBRY,2025-06-14,SOF,Téléphone
071005SALMO,2025-06-14,SOF,Téléphone
150981DIJOU,2025-06-14,CA,Téléphone
131299VASSE,2025-06-14,LCL,Téléphone
051005COHEN,2025-06-14,CA,Agence
230701TEIXE,2025-06-14,LCL,Web
310881TURPI,2025-06-14,CA,Agence
060574CARRE,2025-06-14,CA,Agence
181076MAURI,2025-06-14,LCL,Téléphone
250885TOUSS,2025-06-14,LCL,Agence
030396COLLI,2025-06-14,SOF,Web
070268ALVES,2025-06-14,LCL,Agence
170401LEGEN,2025-06-14,LCL,Web
071298GROND,2025-06-14,CA,Téléphone
140485PRUVO,2025-06-14,SOF,Agence
210794FERNA,2025-06-14,LCL,Téléphone
300883LACOM,2025-06-14,CA,Web
240867DELAU,2025-06-14,SOF,Téléphone
280902LECOQ,2025-06-14,LCL,Téléphone
190601LESAG,2025-06-14,CA,Agence
101170POTIE,2025-06-14,CA,Agence
050178LAPOR,2025-06-14,SOF,Web
051283LETEL,2025-06-14,CA,Agence
210687TORRE,2025-06-14,SOF,Agence
250472JACQU,2025-06-14,CA,Téléphone
260488DIAZ,2025-06-14,LCL,Web
150203BLANC,2025-06-14,SOF,Téléphone
200575DESCH,2025-06-14,CA,Web
220267DELMA,2025-06-14,CA,Téléphone
170287LEFÈV,2025-06-14,SOF,Web
100982VALLE,2025-06-14,SOF,Agence
131085ROUSS,2025-06-14,LCL,Web
260887LEMON,2025-06-14,SOF,Agence
070704PERRE,2025-06-14,SOF,Agence
300467NOËL,2025-06-14,LCL,Web
190504COSTA,2025-06-14,LCL,Agence
070566LEJEU,2025-06-14,SOF,Agence
300676SAUVA,2025-06-14,CA,Agence
240302MILLE,2025-06-14,LCL,Agence
110566HEBER,2025-06-14,CA,Agence
171206BERNI,2025-06-14,SOF,Téléphone
190706NOËL,2025-06-14,CA,Agence
200700BUISS,2025-06-14,LCL,Agence
270375DE SO,2025-06-14,CA,Téléphone
050673DIAZ,2025-06-14,SOF,Web
180804HUMBE,2025-06-14,SOF,Téléphone
120270HEBER,2025-06-14,CA,Web
090381TRAOR,2025-06-14,CA,Web
131177VINCE,2025-06-14,SOF,Agence
040287VALEN,2025-06-14,SOF,Agence
091298FOUCH,2025-06-14,SOF,Agence
010804LENOI,2025-06-14,CA,Web
281205LAGAR,2025-06-14,SOF,Web
201297VALLE,2025-06-14,SOF,Web
170791HAMON,2025-06-14,CA,Web
190591HARDY,2025-06-14,SOF,Téléphone
230495MAILL,2025-06-14,CA,Téléphone
120666PERRE,2025-06-14,LCL,Agence
130302MARIO,2025-06-14,LCL,Agence
270386BERGE,2025-06-14,LCL,Agence
281296ROLLA,2025-06-14,SOF,Téléphone
201093ROUSS,2025-06-14,CA,Téléphone
041273COSTA,2025-06-14,CA,Web
050582DANIE,2025-06-14,SOF,Web
081203BOURG,2025-06-14,CA,Téléphone
230565LEBON,2025-06-14,CA,Web
010797CLÉME,2025-06-14,SOF,Téléphone
121275BRUN,2025-06-14,CA,Agence
180406TESSI,2025-06-14,LCL,Agence
271202BRUNE,2025-06-14,LCL,Agence
