id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
280290ROBER,2025-05-05,,surveillance,FIC1,SOF
250806BLANC,2025-04-26,,surveillance,FIC2,LCL
011097MARIO,2025-04-20,,surveillance,FIC3,CA
290872TESSI,2025-05-01,,surveillance,FIC4,CA
290872TESSI,,2025-06-05,inscription,FIC3,LCL
081103PEREI,2025-05-05,,surveillance,FIC2,LCL
151264EVRAR,2025-04-26,,surveillance,FIC3,LCL
151264EVRAR,,2025-05-30,inscription,FIC2,SOF
101197LEROU,2025-04-23,,surveillance,FIC2,CA
270566LAPOR,2025-04-29,,surveillance,FIC4,SOF
080577BOURG,2025-04-20,,surveillance,FIC1,LCL
201089ALLAI,2025-04-22,,surveillance,FIC2,SOF
150366LELIÈ,2025-04-25,,surveillance,FIC2,CA
301174SIMON,2025-04-29,,surveillance,FIC4,LCL
301174SIMON,,2025-06-02,inscription,FIC1,LCL
160191DIALL,2025-05-05,,surveillance,FIC2,SOF
100184GAUTI,2025-05-02,,surveillance,FIC1,SOF
290798GARCI,2025-04-24,,surveillance,FIC3,LCL
260787ROY,2025-04-30,,surveillance,FIC3,LCL
260787ROY,,2025-06-05,inscription,FIC2,SOF
110966BECKE,2025-04-27,,surveillance,FIC2,SOF
110966BECKE,,2025-06-02,inscription,FIC1,LCL
030403LABBÉ,2025-04-26,,surveillance,FIC1,CA
121279BERTH,2025-04-28,,surveillance,FIC3,LCL
260893NEVEU,2025-04-21,,surveillance,FIC4,CA
260893NEVEU,,2025-05-24,inscription,FIC2,CA
091064ROUSS,2025-04-26,,surveillance,FIC3,SOF
091064ROUSS,,2025-05-30,inscription,FIC3,CA
120367KLEIN,2025-04-30,,surveillance,FIC2,CA
230698TEXIE,2025-04-27,,surveillance,FIC4,LCL
130579DUPRÉ,2025-05-04,,surveillance,FIC2,LCL
180994DESCH,2025-05-03,,surveillance,FIC4,LCL
180994DESCH,,2025-06-06,inscription,FIC4,CA
140693LAPOR,2025-04-29,,surveillance,FIC2,LCL
080388BONNE,2025-04-24,,surveillance,FIC2,LCL
080388BONNE,,2025-05-31,inscription,FIC3,CA
100296BERNA,2025-05-03,,surveillance,FIC3,CA
100296BERNA,,2025-06-04,inscription,FIC4,LCL
180387BLOND,2025-04-21,,surveillance,FIC2,SOF
180387BLOND,,2025-05-28,inscription,FIC2,CA
090791MACE,2025-05-01,,surveillance,FIC1,LCL
090791MACE,,2025-06-05,inscription,FIC4,LCL
141089LOMBA,2025-04-20,,surveillance,FIC4,CA
141089LOMBA,,2025-05-23,inscription,FIC1,CA
010886LE GO,2025-04-23,,surveillance,FIC3,SOF
180466LEMON,2025-04-24,,surveillance,FIC2,SOF
180466LEMON,,2025-05-28,inscription,FIC3,LCL
091071RENAU,2025-05-04,,surveillance,FIC4,SOF
061098THIER,2025-04-23,,surveillance,FIC1,SOF
061098THIER,,2025-05-26,inscription,FIC4,LCL
301105MARTI,2025-04-29,,surveillance,FIC3,SOF
301105MARTI,,2025-06-03,inscription,FIC4,SOF
040299JACQU,2025-04-21,,surveillance,FIC1,CA
040299JACQU,,2025-05-28,inscription,FIC3,SOF
251079GUILL,2025-05-03,,surveillance,FIC4,LCL
170667NGUYE,2025-04-29,,surveillance,FIC2,LCL
170667NGUYE,,2025-05-31,inscription,FIC3,SOF
161203GOMEZ,2025-04-27,,surveillance,FIC3,SOF
180979FAURE,2025-04-20,,surveillance,FIC4,SOF
180979FAURE,,2025-05-21,inscription,FIC2,CA
130165BRUNE,2025-05-02,,surveillance,FIC4,CA
290503PASQU,2025-04-24,,surveillance,FIC4,LCL
200979DIALL,2025-04-29,,surveillance,FIC2,CA
200979DIALL,,2025-06-01,inscription,FIC1,SOF
030879GOMEZ,2025-04-22,,surveillance,FIC1,CA
030879GOMEZ,,2025-05-26,inscription,FIC3,SOF
