id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
210783MARTI,2025-04-16,,surveillance,FIC1,CA
210783MARTI,,2025-05-21,inscription,FIC1,SOF
170804CARRE,2025-04-16,,surveillance,FIC2,CA
170804CARRE,,2025-05-23,inscription,FIC4,SOF
230588BLANC,2025-04-16,,surveillance,FIC3,CA
080901HERNA,2025-04-16,,surveillance,FIC3,LCL
140207RAYMO,2025-04-11,,surveillance,FIC1,LCL
310572MENAR,2025-04-18,,surveillance,FIC2,LCL
310572MENAR,,2025-05-20,inscription,FIC3,SOF
120696DANIE,2025-04-17,,surveillance,FIC1,SOF
120696DANIE,,2025-05-20,inscription,FIC4,CA
290474LECON,2025-04-14,,surveillance,FIC1,SOF
290474LECON,,2025-05-15,inscription,FIC3,SOF
210869BARBI,2025-04-18,,surveillance,FIC3,SOF
020492MAURI,2025-04-15,,surveillance,FIC1,SOF
180165CARLI,2025-04-12,,surveillance,FIC3,LCL
180165CARLI,,2025-05-14,inscription,FIC4,CA
260403RENAU,2025-04-24,,surveillance,FIC1,LCL
081069DELMA,2025-04-18,,surveillance,FIC3,LCL
240289GUIBE,2025-04-23,,surveillance,FIC2,CA
231272PERON,2025-04-17,,surveillance,FIC3,CA
190584BLANC,2025-04-17,,surveillance,FIC3,SOF
190901PONS,2025-04-11,,surveillance,FIC1,LCL
160684JULIE,2025-04-14,,surveillance,FIC4,LCL
080382DUPUI,2025-04-13,,surveillance,FIC2,LCL
130274BONNE,2025-04-12,,surveillance,FIC4,LCL
241278MERLE,2025-04-10,,surveillance,FIC1,LCL
241278MERLE,,2025-05-13,inscription,FIC3,SOF
020198LOPES,2025-04-12,,surveillance,FIC3,SOF
020198LOPES,,2025-05-17,inscription,FIC4,CA
081002LE RO,2025-04-10,,surveillance,FIC2,SOF
121104GOSSE,2025-04-23,,surveillance,FIC2,SOF
130674BLANC,2025-04-16,,surveillance,FIC3,LCL
280366GROND,2025-04-11,,surveillance,FIC3,CA
280366GROND,,2025-05-17,inscription,FIC2,CA
060697VIDAL,2025-04-09,,surveillance,FIC4,CA
060697VIDAL,,2025-05-11,inscription,FIC2,LCL
260180PINEA,2025-04-20,,surveillance,FIC2,LCL
260180PINEA,,2025-05-22,inscription,FIC1,LCL
310568MORIN,2025-04-11,,surveillance,FIC3,CA
040485AUBER,2025-04-10,,surveillance,FIC4,LCL
040485AUBER,,2025-05-17,inscription,FIC3,SOF
050371COLAS,2025-04-15,,surveillance,FIC4,CA
050371COLAS,,2025-05-22,inscription,FIC3,CA
240368LEMON,2025-04-09,,surveillance,FIC4,LCL
240368LEMON,,2025-05-13,inscription,FIC3,LCL
210891LECON,2025-04-24,,surveillance,FIC2,LCL
210891LECON,,2025-05-29,inscription,FIC4,LCL
071197PELTI,2025-04-11,,surveillance,FIC4,CA
071197PELTI,,2025-05-15,inscription,FIC2,CA
101175HEBER,2025-04-21,,surveillance,FIC1,LCL
030182LEBLA,2025-04-20,,surveillance,FIC4,CA
021099LAMY,2025-04-20,,surveillance,FIC3,LCL
021099LAMY,,2025-05-21,inscription,FIC3,SOF
110969ALBER,2025-04-20,,surveillance,FIC2,SOF
110969ALBER,,2025-05-23,inscription,FIC4,LCL
180195PIRES,2025-04-20,,surveillance,FIC2,LCL
090980GEORG,2025-04-16,,surveillance,FIC4,SOF
031094POIRI,2025-04-24,,surveillance,FIC4,SOF
090203GOMES,2025-04-13,,surveillance,FIC2,CA
090482ROUX,2025-04-21,,surveillance,FIC3,CA
090482ROUX,,2025-05-23,inscription,FIC4,SOF
121267PAYET,2025-04-16,,surveillance,FIC3,CA
121267PAYET,,2025-05-19,inscription,FIC4,CA
091199VERDI,2025-04-24,,surveillance,FIC4,SOF
091199VERDI,,2025-05-27,inscription,FIC4,CA
181090HAMEL,2025-04-09,,surveillance,FIC1,CA
181090HAMEL,,2025-05-10,inscription,FIC4,LCL
140886DURAN,2025-04-12,,surveillance,FIC2,CA
220983BOUVI,2025-04-20,,surveillance,FIC3,SOF
030484MARTI,2025-04-15,,surveillance,FIC1,CA
030484MARTI,,2025-05-17,inscription,FIC1,LCL
200897LEMOI,2025-04-09,,surveillance,FIC4,SOF
200897LEMOI,,2025-05-11,inscription,FIC1,CA
040507ROLLA,2025-04-13,,surveillance,FIC1,CA
040507ROLLA,,2025-05-14,inscription,FIC2,LCL
100682KLEIN,2025-04-13,,surveillance,FIC1,LCL
180374CARLI,2025-04-18,,surveillance,FIC3,LCL
180374CARLI,,2025-05-19,inscription,FIC1,LCL
240984ARNAU,2025-04-13,,surveillance,FIC1,LCL
210993ROSSI,2025-04-09,,surveillance,FIC4,SOF
210993ROSSI,,2025-05-15,inscription,FIC2,LCL
240805COSTE,2025-04-21,,surveillance,FIC3,SOF
310399CHART,2025-04-18,,surveillance,FIC1,CA
130871GRÉGO,2025-04-20,,surveillance,FIC4,CA
190595DUPUY,2025-04-13,,surveillance,FIC3,LCL
190595DUPUY,,2025-05-17,inscription,FIC4,CA
250499LUCAS,2025-04-15,,surveillance,FIC2,LCL
250499LUCAS,,2025-05-16,inscription,FIC1,SOF
150803GOMEZ,2025-04-18,,surveillance,FIC1,CA
150803GOMEZ,,2025-05-21,inscription,FIC4,CA
091185BRUNE,2025-04-24,,surveillance,FIC2,SOF
260884LANGL,2025-04-15,,surveillance,FIC2,SOF
260884LANGL,,2025-05-17,inscription,FIC2,CA
100298CORDI,2025-04-15,,surveillance,FIC1,LCL
100298CORDI,,2025-05-20,inscription,FIC4,LCL
061086ROY,2025-04-17,,surveillance,FIC3,LCL
061086ROY,,2025-05-23,inscription,FIC2,SOF
160471WEBER,2025-04-13,,surveillance,FIC4,CA
160471WEBER,,2025-05-18,inscription,FIC1,LCL
170383MORVA,2025-04-20,,surveillance,FIC3,LCL
130282BLANC,2025-04-18,,surveillance,FIC3,LCL
130282BLANC,,2025-05-22,inscription,FIC1,LCL
310174MARTI,2025-04-19,,surveillance,FIC3,CA
310174MARTI,,2025-05-26,inscription,FIC1,CA
270764FAURE,2025-04-11,,surveillance,FIC2,LCL
270764FAURE,,2025-05-18,inscription,FIC2,SOF
110695LAINE,2025-04-17,,surveillance,FIC3,CA
011283BERNA,2025-04-12,,surveillance,FIC1,CA
120482ROBER,2025-04-15,,surveillance,FIC3,LCL
120482ROBER,,2025-05-20,inscription,FIC4,SOF
250380MARTI,2025-04-15,,surveillance,FIC4,CA
120693GEORG,2025-04-12,,surveillance,FIC1,SOF
081091JOLY,2025-04-13,,surveillance,FIC4,CA
081091JOLY,,2025-05-16,inscription,FIC3,SOF
090905DAVID,2025-04-15,,surveillance,FIC3,LCL
220675BLOND,2025-04-10,,surveillance,FIC3,SOF
220675BLOND,,2025-05-13,inscription,FIC3,SOF
110569GIRAR,2025-04-14,,surveillance,FIC2,SOF
121185GUILL,2025-04-22,,surveillance,FIC2,LCL
121185GUILL,,2025-05-24,inscription,FIC4,CA
250496LEDUC,2025-04-20,,surveillance,FIC4,LCL
060207LEROU,2025-04-09,,surveillance,FIC3,LCL
221174DELMA,2025-04-14,,surveillance,FIC2,SOF
221174DELMA,,2025-05-17,inscription,FIC1,CA
061002MAURI,2025-04-24,,surveillance,FIC2,LCL
110179RAYNA,2025-04-19,,surveillance,FIC3,SOF
110179RAYNA,,2025-05-26,inscription,FIC3,LCL
211189LEFEB,2025-04-16,,surveillance,FIC2,SOF
211189LEFEB,,2025-05-22,inscription,FIC4,SOF
160699OLIVI,2025-04-16,,surveillance,FIC2,LCL
160699OLIVI,,2025-05-20,inscription,FIC4,CA
220982ALLAR,2025-04-20,,surveillance,FIC2,SOF
120367DUHAM,2025-04-24,,surveillance,FIC2,SOF
120367DUHAM,,2025-05-30,inscription,FIC2,SOF
151203HAMEL,2025-04-09,,surveillance,FIC3,CA
151203HAMEL,,2025-05-14,inscription,FIC4,LCL
220275BERTI,2025-04-17,,surveillance,FIC3,LCL
150974PERRI,2025-04-14,,surveillance,FIC2,CA
150974PERRI,,2025-05-17,inscription,FIC1,LCL
120886BERTI,2025-04-21,,surveillance,FIC2,LCL
120886BERTI,,2025-05-27,inscription,FIC2,LCL
021275THIER,2025-04-20,,surveillance,FIC2,SOF
021275THIER,,2025-05-22,inscription,FIC4,LCL
200705ALVES,2025-04-12,,surveillance,FIC2,CA
200705ALVES,,2025-05-13,inscription,FIC4,CA
171293OLIVI,2025-04-10,,surveillance,FIC4,SOF
171293OLIVI,,2025-05-17,inscription,FIC2,LCL
250396MERCI,2025-04-17,,surveillance,FIC2,LCL
250396MERCI,,2025-05-24,inscription,FIC1,LCL
100594GILLE,2025-04-12,,surveillance,FIC3,CA
151279MARTI,2025-04-09,,surveillance,FIC1,SOF
151279MARTI,,2025-05-14,inscription,FIC4,CA
181281DANIE,2025-04-17,,surveillance,FIC3,CA
131092BONNE,2025-04-10,,surveillance,FIC3,SOF
251105JOURD,2025-04-12,,surveillance,FIC4,CA
060570KLEIN,2025-04-20,,surveillance,FIC2,LCL
060570KLEIN,,2025-05-26,inscription,FIC1,SOF
020592HOARE,2025-04-22,,surveillance,FIC3,LCL
020592HOARE,,2025-05-27,inscription,FIC1,SOF
250779PASCA,2025-04-13,,surveillance,FIC2,LCL
250779PASCA,,2025-05-20,inscription,FIC4,LCL
111005POULA,2025-04-21,,surveillance,FIC2,LCL
111005POULA,,2025-05-26,inscription,FIC4,SOF
160684AUBER,2025-04-19,,surveillance,FIC4,LCL
160684AUBER,,2025-05-21,inscription,FIC1,LCL
010492PAGES,2025-04-19,,surveillance,FIC2,LCL
230995HOARA,2025-04-12,,surveillance,FIC3,CA
130375GILBE,2025-04-22,,surveillance,FIC3,SOF
130375GILBE,,2025-05-23,inscription,FIC3,SOF
071004ROGER,2025-04-24,,surveillance,FIC1,CA
140301BOYER,2025-04-23,,surveillance,FIC2,SOF
190872DA SI,2025-04-15,,surveillance,FIC4,CA
150168DESCH,2025-04-18,,surveillance,FIC4,SOF
081099LAMY,2025-04-24,,surveillance,FIC2,SOF
081099LAMY,,2025-05-27,inscription,FIC4,LCL
070600MASSE,2025-04-16,,surveillance,FIC3,LCL
