id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
241072MARTI,2025-05-05,,surveillance,FIC4,LCL
191092POTIE,2025-05-07,,surveillance,FIC2,LCL
191092POTIE,,2025-06-10,inscription,FIC4,CA
091006BOUTI,2025-05-09,,surveillance,FIC3,LCL
260886GUILL,2025-05-07,,surveillance,FIC1,SOF
260886GUILL,,2025-06-12,inscription,FIC4,CA
140865BOUCH,2025-05-09,,surveillance,FIC4,CA
050872PICAR,2025-05-12,,surveillance,FIC3,LCL
280866MARTI,2025-05-07,,surveillance,FIC1,SOF
280866MARTI,,2025-06-08,inscription,FIC3,LCL
040165GUILB,2025-05-07,,surveillance,FIC3,SOF
040165GUILB,,2025-06-08,inscription,FIC1,SOF
180681LECLE,2025-05-14,,surveillance,FIC4,LCL
020704FONTA,2025-05-10,,surveillance,FIC3,LCL
100891PICAR,2025-05-09,,surveillance,FIC1,CA
110975LEBRU,2025-05-16,,surveillance,FIC2,CA
270677ALEXA,2025-05-15,,surveillance,FIC4,CA
200271LETEL,2025-05-13,,surveillance,FIC1,SOF
200271LETEL,,2025-06-16,inscription,FIC1,LCL
040487GUYOT,2025-05-03,,surveillance,FIC2,LCL
231206BAILL,2025-05-15,,surveillance,FIC4,CA
011264BOUVE,2025-05-12,,surveillance,FIC1,LCL
011264BOUVE,,2025-06-13,inscription,FIC1,CA
070790BLANC,2025-05-06,,surveillance,FIC4,LCL
020976BENOI,2025-05-04,,surveillance,FIC3,CA
020180PAREN,2025-05-11,,surveillance,FIC4,SOF
170978ALVES,2025-05-13,,surveillance,FIC4,LCL
170978ALVES,,2025-06-13,inscription,FIC4,LCL
210596TECHE,2025-05-10,,surveillance,FIC4,CA
280293DIAZ,2025-05-04,,surveillance,FIC2,LCL
041095DE SO,2025-05-08,,surveillance,FIC2,CA
041095DE SO,,2025-06-09,inscription,FIC4,SOF
220605MAURI,2025-05-04,,surveillance,FIC4,CA
220605MAURI,,2025-06-10,inscription,FIC2,LCL
010289POIRI,2025-05-14,,surveillance,FIC2,LCL
010289POIRI,,2025-06-19,inscription,FIC3,SOF
280598CARON,2025-05-16,,surveillance,FIC2,CA
181293MILLE,2025-05-15,,surveillance,FIC3,LCL
181293MILLE,,2025-06-16,inscription,FIC3,SOF
150199BERGE,2025-05-12,,surveillance,FIC1,CA
030985RIBEI,2025-05-13,,surveillance,FIC3,CA
