id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
140791GUILL,2025-04-21,,surveillance,FIC1,LCL
140791GUILL,,2025-05-25,inscription,FIC4,LCL
300704DENIS,2025-04-10,,surveillance,FIC3,LCL
060966BOUTI,2025-04-24,,surveillance,FIC3,LCL
060966BOUTI,,2025-05-25,inscription,FIC1,SOF
291093CLÉME,2025-04-17,,surveillance,FIC2,SOF
290304PAYET,2025-04-15,,surveillance,FIC2,LCL
101066ROGER,2025-04-19,,surveillance,FIC1,LCL
101066ROGER,,2025-05-25,inscription,FIC2,SOF
201206LACOM,2025-04-22,,surveillance,FIC1,LCL
201206LACOM,,2025-05-23,inscription,FIC1,CA
151187SCHMI,2025-04-17,,surveillance,FIC1,CA
151187SCHMI,,2025-05-19,inscription,FIC3,SOF
170273ROGER,2025-04-22,,surveillance,FIC4,SOF
170273ROGER,,2025-05-26,inscription,FIC3,LCL
030798PAYET,2025-04-15,,surveillance,FIC1,CA
030798PAYET,,2025-05-21,inscription,FIC1,LCL
150177CHART,2025-04-23,,surveillance,FIC2,SOF
110166COSTE,2025-04-12,,surveillance,FIC3,SOF
110166COSTE,,2025-05-18,inscription,FIC2,LCL
191200RODRI,2025-04-23,,surveillance,FIC2,SOF
191200RODRI,,2025-05-25,inscription,FIC4,LCL
150280DUPUY,2025-04-17,,surveillance,FIC4,CA
150280DUPUY,,2025-05-21,inscription,FIC3,SOF
140765BARRE,2025-04-18,,surveillance,FIC3,LCL
180772LESAG,2025-04-23,,surveillance,FIC4,CA
180772LESAG,,2025-05-28,inscription,FIC1,LCL
190902CHEVA,2025-04-18,,surveillance,FIC3,LCL
190902CHEVA,,2025-05-20,inscription,FIC1,LCL
170276LEFOR,2025-04-13,,surveillance,FIC1,CA
170276LEFOR,,2025-05-14,inscription,FIC1,SOF
020799CHARP,2025-04-25,,surveillance,FIC3,CA
020799CHARP,,2025-06-01,inscription,FIC4,SOF
250796BRETO,2025-04-16,,surveillance,FIC2,SOF
030184CHARR,2025-04-20,,surveillance,FIC4,SOF
030184CHARR,,2025-05-23,inscription,FIC4,LCL
050502MOULI,2025-04-13,,surveillance,FIC3,SOF
050502MOULI,,2025-05-19,inscription,FIC2,LCL
040864ALVES,2025-04-13,,surveillance,FIC3,LCL
040864ALVES,,2025-05-19,inscription,FIC2,SOF
120305BOUVI,2025-04-13,,surveillance,FIC4,SOF
160982HARDY,2025-04-20,,surveillance,FIC2,CA
051290FERNA,2025-04-13,,surveillance,FIC3,LCL
051290FERNA,,2025-05-20,inscription,FIC1,LCL
250899JOLY,2025-04-15,,surveillance,FIC1,CA
