id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
131199JOSEP,2025-04-12,,surveillance,FIC4,CA
131199JOSEP,,2025-05-13,inscription,FIC2,LCL
120899BARBE,2025-04-16,,surveillance,FIC2,SOF
120899BARBE,,2025-05-22,inscription,FIC3,LCL
070668TOUSS,2025-04-16,,surveillance,FIC1,SOF
210673DEVAU,2025-04-25,,surveillance,FIC4,LCL
190775KLEIN,2025-04-20,,surveillance,FIC2,CA
261175REGNI,2025-04-13,,surveillance,FIC3,SOF
261175REGNI,,2025-05-17,inscription,FIC1,SOF
121085BAUDR,2025-04-25,,surveillance,FIC3,SOF
121085BAUDR,,2025-05-30,inscription,FIC2,SOF
170288POTIE,2025-04-15,,surveillance,FIC2,SOF
111299MARIO,2025-04-14,,surveillance,FIC2,CA
111299MARIO,,2025-05-20,inscription,FIC2,CA
260701MASSE,2025-04-12,,surveillance,FIC2,CA
260701MASSE,,2025-05-19,inscription,FIC2,CA
270268VALLÉ,2025-04-17,,surveillance,FIC1,SOF
300876DUPUY,2025-04-21,,surveillance,FIC4,LCL
270265DENIS,2025-04-15,,surveillance,FIC4,SOF
270265DENIS,,2025-05-17,inscription,FIC2,SOF
230604DELAT,2025-04-14,,surveillance,FIC4,SOF
230604DELAT,,2025-05-20,inscription,FIC4,CA
290781GUYOT,2025-04-12,,surveillance,FIC4,CA
290781GUYOT,,2025-05-13,inscription,FIC3,CA
271192MASSE,2025-04-23,,surveillance,FIC4,SOF
270606CARON,2025-04-18,,surveillance,FIC1,LCL
261089KLEIN,2025-04-16,,surveillance,FIC3,SOF
220300REY,2025-04-24,,surveillance,FIC1,LCL
200283GROND,2025-04-20,,surveillance,FIC1,CA
080306BERTI,2025-04-15,,surveillance,FIC2,CA
080306BERTI,,2025-05-16,inscription,FIC2,CA
070406LOPEZ,2025-04-22,,surveillance,FIC4,SOF
070406LOPEZ,,2025-05-26,inscription,FIC2,CA
040696DELMA,2025-04-17,,surveillance,FIC3,LCL
040696DELMA,,2025-05-23,inscription,FIC3,LCL
170188LOISE,2025-04-25,,surveillance,FIC1,SOF
030279GEORG,2025-04-11,,surveillance,FIC2,SOF
281287BLANC,2025-04-26,,surveillance,FIC2,CA
200681MALLE,2025-04-17,,surveillance,FIC4,CA
071097LEBRU,2025-04-19,,surveillance,FIC3,LCL
250871BENAR,2025-04-20,,surveillance,FIC1,LCL
250871BENAR,,2025-05-23,inscription,FIC2,CA
251071BLANC,2025-04-20,,surveillance,FIC4,LCL
251071BLANC,,2025-05-27,inscription,FIC2,SOF
051276MOREA,2025-04-11,,surveillance,FIC2,CA
