id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
271080MICHA,2025-04-30,,surveillance,FIC2,LCL
071183SEGUI,2025-05-03,,surveillance,FIC1,SOF
071183SEGUI,,2025-06-07,inscription,FIC3,SOF
301069BAILL,2025-05-04,,surveillance,FIC3,SOF
301069BAILL,,2025-06-04,inscription,FIC3,LCL
020403FERRA,2025-05-10,,surveillance,FIC3,CA
220865RENAU,2025-05-09,,surveillance,FIC3,SOF
220865RENAU,,2025-06-12,inscription,FIC3,SOF
290670THIBA,2025-05-13,,surveillance,FIC4,LCL
290670THIBA,,2025-06-13,inscription,FIC2,LCL
190668ARNAU,2025-05-13,,surveillance,FIC4,LCL
190668ARNAU,,2025-06-16,inscription,FIC3,LCL
120182REY,2025-05-04,,surveillance,FIC1,LCL
120182REY,,2025-06-05,inscription,FIC2,CA
240790SANCH,2025-05-04,,surveillance,FIC2,SOF
240790SANCH,,2025-06-09,inscription,FIC4,SOF
120498LE GO,2025-05-03,,surveillance,FIC3,CA
120498LE GO,,2025-06-09,inscription,FIC3,CA
260170COSTA,2025-05-12,,surveillance,FIC4,CA
091072LAPOR,2025-05-09,,surveillance,FIC3,LCL
091072LAPOR,,2025-06-14,inscription,FIC4,LCL
190107DELMA,2025-04-29,,surveillance,FIC1,LCL
190107DELMA,,2025-06-05,inscription,FIC3,CA
111265GUILL,2025-05-10,,surveillance,FIC4,CA
111265GUILL,,2025-06-13,inscription,FIC1,CA
081292MAILL,2025-05-02,,surveillance,FIC2,LCL
081292MAILL,,2025-06-08,inscription,FIC3,LCL
110574MERLE,2025-05-12,,surveillance,FIC3,CA
110574MERLE,,2025-06-15,inscription,FIC1,LCL
030864CORDI,2025-05-04,,surveillance,FIC3,LCL
070983MAILL,2025-05-13,,surveillance,FIC1,CA
070983MAILL,,2025-06-16,inscription,FIC4,CA
120983FERNA,2025-05-10,,surveillance,FIC2,CA
081078MENAR,2025-05-05,,surveillance,FIC4,CA
090473MARTI,2025-05-04,,surveillance,FIC1,SOF
090473MARTI,,2025-06-06,inscription,FIC1,LCL
201069GAY,2025-05-11,,surveillance,FIC3,CA
201069GAY,,2025-06-12,inscription,FIC3,CA
040506MARTI,2025-04-29,,surveillance,FIC1,CA
040506MARTI,,2025-05-31,inscription,FIC2,LCL
