id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
090693MOREA,2025-04-11,,surveillance,FIC4,SOF
100281GUÉRI,2025-04-10,,surveillance,FIC2,LCL
180486PHILI,2025-04-20,,surveillance,FIC1,LCL
220270GAUTH,2025-04-10,,surveillance,FIC3,LCL
220270GAUTH,,2025-05-14,inscription,FIC2,CA
250986DUPUY,2025-04-12,,surveillance,FIC2,SOF
250986DUPUY,,2025-05-15,inscription,FIC3,CA
170965MORVA,2025-04-12,,surveillance,FIC2,SOF
130580RAYMO,2025-04-21,,surveillance,FIC3,CA
110284FOURN,2025-04-17,,surveillance,FIC3,LCL
110284FOURN,,2025-05-18,inscription,FIC2,LCL
160402ROSSI,2025-04-12,,surveillance,FIC3,SOF
160402ROSSI,,2025-05-18,inscription,FIC4,LCL
250198BARRE,2025-04-15,,surveillance,FIC4,LCL
080404MASSO,2025-04-16,,surveillance,FIC4,LCL
250485LAROC,2025-04-17,,surveillance,FIC3,SOF
250485LAROC,,2025-05-21,inscription,FIC4,SOF
090603ADAM,2025-04-18,,surveillance,FIC4,SOF
200497BARON,2025-04-21,,surveillance,FIC2,CA
200497BARON,,2025-05-24,inscription,FIC3,CA
140793GILLE,2025-04-13,,surveillance,FIC2,LCL
250566NEVEU,2025-04-11,,surveillance,FIC3,LCL
090968THIER,2025-04-16,,surveillance,FIC2,SOF
090968THIER,,2025-05-17,inscription,FIC3,SOF
110287GILLE,2025-04-14,,surveillance,FIC3,SOF
110287GILLE,,2025-05-18,inscription,FIC3,SOF
180991ALEXA,2025-04-09,,surveillance,FIC2,CA
180991ALEXA,,2025-05-13,inscription,FIC3,SOF
210875LACOM,2025-04-21,,surveillance,FIC2,LCL
090883BARBE,2025-04-14,,surveillance,FIC4,LCL
280774BAZIN,2025-04-09,,surveillance,FIC1,CA
040603DURAN,2025-04-16,,surveillance,FIC3,SOF
180291LEMAÎ,2025-04-22,,surveillance,FIC2,LCL
200467BONNE,2025-04-12,,surveillance,FIC4,LCL
200467BONNE,,2025-05-14,inscription,FIC2,CA
020404GONCA,2025-04-18,,surveillance,FIC1,SOF
150595BENOI,2025-04-17,,surveillance,FIC4,LCL
150595BENOI,,2025-05-20,inscription,FIC1,LCL
270774COURT,2025-04-18,,surveillance,FIC1,SOF
291167BOUCH,2025-04-19,,surveillance,FIC3,CA
110505CAMUS,2025-04-17,,surveillance,FIC1,LCL
110505CAMUS,,2025-05-24,inscription,FIC1,LCL
120186POIRI,2025-04-13,,surveillance,FIC1,LCL
170773MARIN,2025-04-22,,surveillance,FIC1,LCL
170773MARIN,,2025-05-26,inscription,FIC3,CA
030486POTIE,2025-04-10,,surveillance,FIC4,LCL
070305GUIBE,2025-04-16,,surveillance,FIC2,LCL
070305GUIBE,,2025-05-19,inscription,FIC3,CA
