id_client,date_consultation,origine_agence,canal
231285BENOI,2025-05-28,SOF,Téléphone
060888SANCH,2025-05-28,CA,Web
210570TEXIE,2025-05-28,CA,Agence
030200TEIXE,2025-05-28,CA,Agence
150294TRAOR,2025-05-28,SOF,Téléphone
060871MARTY,2025-05-28,LCL,Agence
260293JACQU,2025-05-28,CA,Agence
060999MARTI,2025-05-28,CA,Agence
141205GROS,2025-05-28,LCL,Web
270268JEAN,2025-05-28,CA,Téléphone
160293LEBLA,2025-05-28,SOF,Agence
180172BUISS,2025-05-28,LCL,Web
181176PASQU,2025-05-28,CA,Agence
090688PONS,2025-05-28,SOF,Agence
200604FOURN,2025-05-28,CA,Agence
131279BLOT,2025-05-28,SOF,Téléphone
010276PEREI,2025-05-28,CA,Téléphone
030982ROBER,2025-05-28,LCL,Web
220390MARTI,2025-05-28,CA,Web
100677WEISS,2025-05-28,LCL,Web
240272JACQU,2025-05-28,CA,Web
280974DUPRÉ,2025-05-28,SOF,Téléphone
110602LEBON,2025-05-28,LCL,Téléphone
260385COUSI,2025-05-28,CA,Web
271101DIJOU,2025-05-28,LCL,Agence
110673ROUSS,2025-05-28,CA,Web
170667ÉTIEN,2025-05-28,CA,Web
010487MAILL,2025-05-28,LCL,Téléphone
100597FLEUR,2025-05-28,LCL,Web
070897TESSI,2025-05-28,SOF,Web
250970PERRI,2025-05-28,SOF,Agence
200388LAUNA,2025-05-28,SOF,Agence
040806ROUSS,2025-05-28,CA,Téléphone
160568GALLE,2025-05-28,LCL,Téléphone
100485LAURE,2025-05-28,LCL,Téléphone
241279MAHE,2025-05-28,LCL,Agence
121276GAUDI,2025-05-28,CA,Web
100871DAVID,2025-05-28,LCL,Agence
210885COLAS,2025-05-28,CA,Web
260279TANGU,2025-05-28,LCL,Téléphone
150194LEDUC,2025-05-28,SOF,Téléphone
080175BOYER,2025-05-28,LCL,Agence
090977PAUL,2025-05-28,LCL,Téléphone
050765GIRAR,2025-05-28,CA,Agence
190373LÉVY,2025-05-28,CA,Téléphone
140993FISCH,2025-05-28,SOF,Web
261096JOURD,2025-05-28,LCL,Web
050282LEBRU,2025-05-28,CA,Web
230981MARTI,2025-05-28,LCL,Web
060568GERMA,2025-05-28,CA,Téléphone
081283GUYON,2025-05-28,SOF,Téléphone
090182DIAZ,2025-05-28,CA,Téléphone
310897PIERR,2025-05-28,CA,Agence
150506GUICH,2025-05-28,CA,Agence
111085PEREZ,2025-05-28,CA,Téléphone
201097AUGER,2025-05-28,LCL,Téléphone
030372HUET,2025-05-28,LCL,Agence
210865BLANC,2025-05-28,CA,Téléphone
100504GOMEZ,2025-05-28,LCL,Web
210484COUSI,2025-05-28,CA,Téléphone
190586ALLAI,2025-05-28,CA,Web
160882GUYOT,2025-05-28,CA,Agence
110603BERTR,2025-05-28,SOF,Web
040105LE GA,2025-05-28,LCL,Téléphone
091178ROY,2025-05-28,LCL,Téléphone
100982COULO,2025-05-28,SOF,Téléphone
160799AUBRY,2025-05-28,CA,Web
031098JOUBE,2025-05-28,CA,Agence
221191PAYET,2025-05-28,SOF,Agence
160773GONCA,2025-05-28,CA,Agence
110493BLANC,2025-05-28,CA,Agence
280992DELAT,2025-05-28,CA,Agence
050687PEREI,2025-05-28,CA,Web
071203PERRI,2025-05-28,SOF,Web
141172LOUIS,2025-05-28,CA,Agence
291066AUGER,2025-05-28,CA,Téléphone
290196RENAU,2025-05-28,LCL,Téléphone
050585RODRI,2025-05-28,CA,Agence
110888MACE,2025-05-28,LCL,Agence
140395HEBER,2025-05-28,SOF,Agence
301102THOMA,2025-05-28,LCL,Web
230297HENRY,2025-05-28,CA,Web
310792LAMBE,2025-05-28,CA,Téléphone
