id_client,date_consultation,origine_agence,canal
240605BENAR,2025-06-16,LCL,Web
291173GUILB,2025-06-16,CA,Téléphone
240267OLIVI,2025-06-16,CA,Téléphone
200584DE SO,2025-06-16,LCL,Agence
071299LAINE,2025-06-16,LCL,Téléphone
220680LECOM,2025-06-16,SOF,Téléphone
200670RODRI,2025-06-16,SOF,Web
120293DUHAM,2025-06-16,CA,Web
020568NGUYE,2025-06-16,CA,Agence
231198ALEXA,2025-06-16,LCL,Agence
111102LEGRO,2025-06-16,CA,Agence
160173LEMAÎ,2025-06-16,CA,Agence
190984VALEN,2025-06-16,LCL,Agence
100869GUILL,2025-06-16,SOF,Agence
280981PERON,2025-06-16,SOF,Agence
090892VERDI,2025-06-16,LCL,Agence
131181GAUTH,2025-06-16,SOF,Téléphone
050465EVRAR,2025-06-16,LCL,Agence
040481BARON,2025-06-16,LCL,Agence
300771BOUSQ,2025-06-16,SOF,Web
210678COLAS,2025-06-16,LCL,Web
220592HOARA,2025-06-16,SOF,Téléphone
020991GUYOT,2025-06-16,CA,Téléphone
170983VALLE,2025-06-16,LCL,Agence
100382MAILL,2025-06-16,CA,Agence
101092MARTI,2025-06-16,LCL,Agence
150269MARTI,2025-06-16,LCL,Web
050997LECON,2025-06-16,LCL,Téléphone
110768LE RO,2025-06-16,CA,Agence
130768LOISE,2025-06-16,CA,Agence
220997DESCH,2025-06-16,LCL,Agence
240670GAUTI,2025-06-16,LCL,Web
060470ROLLA,2025-06-16,SOF,Téléphone
071101OLLIV,2025-06-16,CA,Web
231164LETEL,2025-06-16,CA,Web
190777FABRE,2025-06-16,LCL,Agence
030773CARLI,2025-06-16,LCL,Agence
230806GIRAU,2025-06-16,SOF,Téléphone
160800BAUDR,2025-06-16,SOF,Téléphone
300602MARCH,2025-06-16,LCL,Agence
130887BARRE,2025-06-16,CA,Agence
290672ROBER,2025-06-16,SOF,Téléphone
161166NEVEU,2025-06-16,CA,Téléphone
061165RIOU,2025-06-16,LCL,Téléphone
130604BRIAN,2025-06-16,LCL,Web
200175PETIT,2025-06-16,LCL,Web
060596DELAH,2025-06-16,CA,Téléphone
060472VALLE,2025-06-16,CA,Téléphone
241185LUCAS,2025-06-16,SOF,Téléphone
080401ROUX,2025-06-16,CA,Agence
301085GUILL,2025-06-16,SOF,Web
110906BONNI,2025-06-16,CA,Web
100874BONNE,2025-06-16,SOF,Téléphone
111073BUISS,2025-06-16,LCL,Agence
160804FAURE,2025-06-16,LCL,Agence
301176MILLE,2025-06-16,SOF,Web
140888POTTI,2025-06-16,LCL,Téléphone
120584BLANC,2025-06-16,SOF,Web
190993LEFÈV,2025-06-16,CA,Web
220975MULLE,2025-06-16,CA,Téléphone
040789COHEN,2025-06-16,SOF,Téléphone
290588MENAR,2025-06-16,CA,Agence
230883BARBE,2025-06-16,LCL,Web
020202BOUSQ,2025-06-16,LCL,Web
050786DESCH,2025-06-16,SOF,Agence
181092VERDI,2025-06-16,LCL,Agence
230903LEROY,2025-06-16,CA,Web
010869LEJEU,2025-06-16,SOF,Téléphone
080495MALLE,2025-06-16,SOF,Web
130486GUYON,2025-06-16,CA,Agence
250186DELAN,2025-06-16,LCL,Agence
141088LOPES,2025-06-16,CA,Agence
010780JOSEP,2025-06-16,LCL,Web
301100FRANÇ,2025-06-16,CA,Agence
021293POTTI,2025-06-16,CA,Agence
021280GILLE,2025-06-16,LCL,Web
240490DUPRÉ,2025-06-16,CA,Web
091267DIAZ,2025-06-16,CA,Téléphone
131280DA CO,2025-06-16,CA,Agence
211275PICHO,2025-06-16,SOF,Agence
201103BOYER,2025-06-16,SOF,Agence
280881LESAG,2025-06-16,CA,Web
060399NEVEU,2025-06-16,CA,Agence
041070LEROY,2025-06-16,CA,Agence
200296FRANÇ,2025-06-16,LCL,Téléphone
280995DUPON,2025-06-16,LCL,Agence
060778LUCAS,2025-06-16,LCL,Web
061290DE OL,2025-06-16,LCL,Téléphone
181195BARRE,2025-06-16,LCL,Web
121198BOULA,2025-06-16,SOF,Agence
231100LEGRA,2025-06-16,LCL,Agence
031186MARY,2025-06-16,CA,Téléphone
050496SIMON,2025-06-16,LCL,Web
060274MARIE,2025-06-16,CA,Web
030607MENDÈ,2025-06-16,CA,Web
040590MASSO,2025-06-16,SOF,Agence
200880BERNI,2025-06-16,LCL,Téléphone
