id_client,date_consultation,origine_agence,canal
190492JULIE,2025-06-06,SOF,Agence
080492DUPUY,2025-06-06,SOF,Web
030185BERTH,2025-06-06,CA,Téléphone
170969COHEN,2025-06-06,CA,Téléphone
220871RODRI,2025-06-06,CA,Téléphone
120883COUTU,2025-06-06,LCL,Web
010389DUMON,2025-06-06,SOF,Web
021281MONNI,2025-06-06,CA,Téléphone
290184RODRI,2025-06-06,CA,Web
060476DA SI,2025-06-06,CA,Téléphone
060165NAVAR,2025-06-06,SOF,Téléphone
260891GONZA,2025-06-06,CA,Téléphone
200281DELAN,2025-06-06,LCL,Web
050978FRANÇ,2025-06-06,CA,Web
061064GUYOT,2025-06-06,CA,Web
080791POTTI,2025-06-06,LCL,Web
220703VALEN,2025-06-06,SOF,Web
100696LUCAS,2025-06-06,LCL,Web
020195TEIXE,2025-06-06,LCL,Web
280875MICHE,2025-06-06,LCL,Web
190390HERNA,2025-06-06,LCL,Web
181080CHEVA,2025-06-06,CA,Téléphone
080381GAUDI,2025-06-06,CA,Agence
220991OLLIV,2025-06-06,SOF,Téléphone
260703CARON,2025-06-06,LCL,Web
220692NGUYE,2025-06-06,SOF,Téléphone
070107LECLE,2025-06-06,SOF,Téléphone
211086ANTOI,2025-06-06,SOF,Web
090900BENOI,2025-06-06,SOF,Téléphone
230992LEMAÎ,2025-06-06,SOF,Téléphone
030990LECLE,2025-06-06,SOF,Agence
050876FERNA,2025-06-06,SOF,Web
300969OLLIV,2025-06-06,SOF,Agence
161164OLIVI,2025-06-06,CA,Agence
150404VALLÉ,2025-06-06,SOF,Web
070474MAILL,2025-06-06,CA,Agence
170485POIRI,2025-06-06,CA,Agence
010284CHARL,2025-06-06,LCL,Téléphone
280366DELOR,2025-06-06,CA,Agence
140400MARIO,2025-06-06,CA,Agence
161090PASCA,2025-06-06,CA,Agence
190966ÉTIEN,2025-06-06,SOF,Agence
270183LETEL,2025-06-06,LCL,Web
060279MACE,2025-06-06,SOF,Web
170986LAMY,2025-06-06,CA,Web
230103RIOU,2025-06-06,CA,Agence
040799MUNOZ,2025-06-06,SOF,Web
180765MALLE,2025-06-06,CA,Téléphone
210369ADAM,2025-06-06,SOF,Téléphone
010406LOPEZ,2025-06-06,LCL,Téléphone
130492DUPUY,2025-06-06,SOF,Téléphone
310183NAVAR,2025-06-06,LCL,Téléphone
060390ALLAR,2025-06-06,CA,Agence
020566MACE,2025-06-06,LCL,Agence
050388PERRO,2025-06-06,CA,Téléphone
151069CLERC,2025-06-06,CA,Téléphone
111100MARTE,2025-06-06,CA,Web
120684LEGEN,2025-06-06,SOF,Agence
180105PARIS,2025-06-06,SOF,Agence
241297REGNI,2025-06-06,LCL,Téléphone
121271MARTE,2025-06-06,LCL,Téléphone
141176BECKE,2025-06-06,SOF,Web
120870COLAS,2025-06-06,SOF,Agence
070765VERDI,2025-06-06,LCL,Web
160299JOURD,2025-06-06,CA,Agence
250407ROSSI,2025-06-06,CA,Agence
170579VALLÉ,2025-06-06,LCL,Web
280281VERDI,2025-06-06,CA,Téléphone
310197VALET,2025-06-06,CA,Web
251186CHRÉT,2025-06-06,SOF,Web
010567DAVID,2025-06-06,LCL,Web
110483ALLAR,2025-06-06,LCL,Téléphone
100200ROUSS,2025-06-06,SOF,Agence
080695LOPEZ,2025-06-06,CA,Web
041085MAURY,2025-06-06,CA,Web
280495FISCH,2025-06-06,CA,Web
170580LAUNA,2025-06-06,LCL,Agence
170793GAUDI,2025-06-06,LCL,Web
250703GUILB,2025-06-06,CA,Téléphone
230493FLEUR,2025-06-06,LCL,Téléphone
080565LETEL,2025-06-06,LCL,Téléphone
190674PIRES,2025-06-06,SOF,Téléphone
090882MEUNI,2025-06-06,CA,Web
171281MAILL,2025-06-06,LCL,Agence
210793HUET,2025-06-06,LCL,Agence
050302LEGRA,2025-06-06,LCL,Téléphone
070699BONNE,2025-06-06,SOF,Web
180101BERGE,2025-06-06,SOF,Téléphone
230904PELTI,2025-06-06,CA,Téléphone
170882RÉMY,2025-06-06,LCL,Web
051283PICAR,2025-06-06,LCL,Web
290103CARLI,2025-06-06,SOF,Web
220479SAMSO,2025-06-06,LCL,Agence
300877ADAM,2025-06-06,LCL,Web
260101MENDÈ,2025-06-06,SOF,Téléphone
050803POTIE,2025-06-06,LCL,Agence
240568LEJEU,2025-06-06,SOF,Web
040303LEFOR,2025-06-06,LCL,Web
230779PAYET,2025-06-06,CA,Web
141097LE GA,2025-06-06,SOF,Agence
070898GÉRAR,2025-06-06,CA,Agence
051283CARRE,2025-06-06,SOF,Agence
191173ROUX,2025-06-06,LCL,Web
290498MORVA,2025-06-06,SOF,Téléphone
230784BECKE,2025-06-06,CA,Web
290394CHART,2025-06-06,CA,Téléphone
281268LE RO,2025-06-06,LCL,Agence
100106LEROY,2025-06-06,CA,Téléphone
080767GAILL,2025-06-06,CA,Agence
100396LE GA,2025-06-06,LCL,Agence
150574BLANC,2025-06-06,SOF,Web
181291DE OL,2025-06-06,SOF,Web
140868LECOQ,2025-06-06,CA,Web
281167BERTI,2025-06-06,LCL,Téléphone
270800BERNI,2025-06-06,LCL,Web
181097GARNI,2025-06-06,LCL,Web
110873NGUYE,2025-06-06,SOF,Agence
090775GROND,2025-06-06,LCL,Téléphone
040792BLOND,2025-06-06,CA,Web
070198COURT,2025-06-06,SOF,Agence
030477MENAR,2025-06-06,SOF,Web
091273BAUDR,2025-06-06,CA,Web
230791PAYET,2025-06-06,CA,Agence
050780MULLE,2025-06-06,CA,Agence
070666SIMON,2025-06-06,CA,Web
120291BERTI,2025-06-06,CA,Téléphone
060686ALLAI,2025-06-06,CA,Web
170471BENAR,2025-06-06,CA,Web
241170GROS,2025-06-06,SOF,Agence
240792MAURY,2025-06-06,LCL,Agence
140683BAILL,2025-06-06,LCL,Web
180275AUBER,2025-06-06,SOF,Téléphone
211265DELMA,2025-06-06,CA,Web
130565CHARR,2025-06-06,CA,Agence
220299ROUSS,2025-06-06,SOF,Agence
220568JEAN,2025-06-06,LCL,Agence
140281RODRI,2025-06-06,CA,Téléphone
290397MORVA,2025-06-06,LCL,Web
