id_client,date_consultation,origine_agence,canal
190280COLIN,2025-06-01,SOF,Web
110794GARNI,2025-06-01,LCL,Web
041081LEBON,2025-06-01,SOF,Téléphone
010404COHEN,2025-06-01,SOF,Web
041092BRUNE,2025-06-01,LCL,Agence
140895BERGE,2025-06-01,CA,Agence
060895LÉGER,2025-06-01,LCL,Agence
210568LOUIS,2025-06-01,SOF,Web
150578RENAU,2025-06-01,LCL,Téléphone
120887BESNA,2025-06-01,SOF,Web
210978ROY,2025-06-01,SOF,Web
110403PAREN,2025-06-01,LCL,Téléphone
060690FLEUR,2025-06-01,SOF,Agence
181193GROND,2025-06-01,CA,Web
100577MILLE,2025-06-01,SOF,Agence
160682JOSEP,2025-06-01,SOF,Téléphone
120206DELAT,2025-06-01,LCL,Agence
060906ANDRE,2025-06-01,LCL,Téléphone
261273DIJOU,2025-06-01,SOF,Téléphone
240366FAURE,2025-06-01,LCL,Web
140867BENAR,2025-06-01,LCL,Web
101065DELAN,2025-06-01,LCL,Agence
300697LANGL,2025-06-01,CA,Téléphone
070902GIRAU,2025-06-01,LCL,Téléphone
310193LEMAÎ,2025-06-01,CA,Web
080793PARIS,2025-06-01,LCL,Agence
301082LEFEB,2025-06-01,CA,Web
291204HUBER,2025-06-01,CA,Agence
191068MASSE,2025-06-01,SOF,Agence
230995PEREI,2025-06-01,CA,Téléphone
230965LOPEZ,2025-06-01,LCL,Téléphone
120293CHARL,2025-06-01,LCL,Web
100480MALLE,2025-06-01,CA,Web
050179PICHO,2025-06-01,LCL,Téléphone
181177POIRI,2025-06-01,CA,Téléphone
040996LACOM,2025-06-01,LCL,Web
080767RENAU,2025-06-01,LCL,Web
280200BOUVI,2025-06-01,SOF,Web
290668BAZIN,2025-06-01,LCL,Web
210266REGNI,2025-06-01,SOF,Téléphone
120575LAURE,2025-06-01,SOF,Agence
070401PEREZ,2025-06-01,LCL,Web
210983GUÉRI,2025-06-01,SOF,Agence
170507COUTU,2025-06-01,LCL,Téléphone
271177HAMON,2025-06-01,LCL,Agence
131173JACOB,2025-06-01,SOF,Téléphone
110886BONNI,2025-06-01,CA,Web
291269MOULI,2025-06-01,LCL,Web
220701POTIE,2025-06-01,SOF,Agence
270672ALEXA,2025-06-01,SOF,Téléphone
300982BESSO,2025-06-01,CA,Téléphone
091173MONNI,2025-06-01,CA,Web
070988NGUYE,2025-06-01,LCL,Agence
221087COLIN,2025-06-01,LCL,Téléphone
211004PRÉVO,2025-06-01,CA,Web
010477COHEN,2025-06-01,SOF,Web
130971BOULA,2025-06-01,CA,Agence
190202COHEN,2025-06-01,CA,Téléphone
