id_client,date_envoi_surveillance,date_envoi_inscription,type_courrier,fic_type,origine_agence
311066HENRY,2025-04-20,,surveillance,FIC4,SOF
150303FAURE,2025-04-13,,surveillance,FIC4,SOF
150303FAURE,,2025-05-16,inscription,FIC2,SOF
050792HENRY,2025-04-13,,surveillance,FIC3,SOF
050792HENRY,,2025-05-18,inscription,FIC2,CA
010176BARON,2025-04-26,,surveillance,FIC1,LCL
010176BARON,,2025-05-28,inscription,FIC1,SOF
040693FRANÇ,2025-04-25,,surveillance,FIC1,LCL
171176DUPUI,2025-04-14,,surveillance,FIC3,SOF
171176DUPUI,,2025-05-21,inscription,FIC1,LCL
160386BOUSQ,2025-04-21,,surveillance,FIC1,SOF
160386BOUSQ,,2025-05-26,inscription,FIC3,SOF
280802GIMEN,2025-04-15,,surveillance,FIC3,LCL
220591BAILL,2025-04-17,,surveillance,FIC1,SOF
140377GARNI,2025-04-27,,surveillance,FIC3,LCL
140377GARNI,,2025-05-29,inscription,FIC1,LCL
030776COSTE,2025-04-17,,surveillance,FIC3,LCL
030776COSTE,,2025-05-21,inscription,FIC2,CA
200493LEBRU,2025-04-13,,surveillance,FIC2,LCL
130185GIRAU,2025-04-17,,surveillance,FIC3,SOF
130185GIRAU,,2025-05-19,inscription,FIC4,SOF
040783LUCAS,2025-04-27,,surveillance,FIC4,LCL
040783LUCAS,,2025-06-03,inscription,FIC3,CA
180895GUYON,2025-04-18,,surveillance,FIC2,SOF
180486RENAR,2025-04-12,,surveillance,FIC3,CA
180200ROBIN,2025-04-18,,surveillance,FIC3,SOF
180200ROBIN,,2025-05-23,inscription,FIC3,LCL
051190JOURD,2025-04-26,,surveillance,FIC1,SOF
051190JOURD,,2025-05-27,inscription,FIC2,LCL
110674HAMON,2025-04-20,,surveillance,FIC1,LCL
110674HAMON,,2025-05-23,inscription,FIC1,LCL
200184LEFEB,2025-04-22,,surveillance,FIC4,SOF
180679BRUNE,2025-04-27,,surveillance,FIC1,LCL
180679BRUNE,,2025-05-28,inscription,FIC1,LCL
040481GROND,2025-04-21,,surveillance,FIC3,SOF
040481GROND,,2025-05-28,inscription,FIC4,LCL
250677SCHMI,2025-04-17,,surveillance,FIC2,LCL
110384BRUN,2025-04-26,,surveillance,FIC3,SOF
110384BRUN,,2025-06-01,inscription,FIC2,CA
081282LACOM,2025-04-12,,surveillance,FIC2,LCL
081282LACOM,,2025-05-16,inscription,FIC4,LCL
181001AUBER,2025-04-19,,surveillance,FIC3,CA
180406FRANÇ,2025-04-15,,surveillance,FIC3,CA
220886TEIXE,2025-04-20,,surveillance,FIC4,LCL
