id_client,date_consultation,origine_agence,canal
220106PERRI,2025-06-08,SOF,Agence
130603LANGL,2025-06-08,SOF,Téléphone
030665BRETO,2025-06-08,LCL,Agence
130577GROND,2025-06-08,SOF,Téléphone
101189GARNI,2025-06-08,CA,Agence
240875CHAUV,2025-06-08,SOF,Téléphone
220998ROCHE,2025-06-08,LCL,Agence
111264MERCI,2025-06-08,LCL,Agence
250482JACQU,2025-06-08,CA,Web
260977HAMON,2025-06-08,SOF,Agence
121264MAHE,2025-06-08,LCL,Téléphone
040668MULLE,2025-06-08,LCL,Agence
291189FERNA,2025-06-08,LCL,Agence
241000DUPON,2025-06-08,CA,Web
200988BERTR,2025-06-08,LCL,Agence
080171RIVIÈ,2025-06-08,CA,Agence
211104GUILL,2025-06-08,SOF,Agence
100385MOULI,2025-06-08,SOF,Agence
260565MOREA,2025-06-08,LCL,Agence
251281LAGAR,2025-06-08,CA,Téléphone
291292AUBER,2025-06-08,LCL,Téléphone
130500PRÉVO,2025-06-08,CA,Agence
101069VERDI,2025-06-08,LCL,Agence
270695LETEL,2025-06-08,LCL,Agence
140803LEMOI,2025-06-08,LCL,Téléphone
200186ROUX,2025-06-08,SOF,Web
291296LECON,2025-06-08,CA,Agence
250980ALLAR,2025-06-08,CA,Web
231292BECKE,2025-06-08,CA,Téléphone
070365PHILI,2025-06-08,CA,Téléphone
030471VOISI,2025-06-08,SOF,Agence
300491DUBOI,2025-06-08,CA,Agence
241064GRENI,2025-06-08,SOF,Téléphone
010166GUILL,2025-06-08,LCL,Agence
090784VALET,2025-06-08,SOF,Agence
050995FOURN,2025-06-08,LCL,Téléphone
160567SCHMI,2025-06-08,SOF,Web
180278SEGUI,2025-06-08,CA,Téléphone
260367PAYET,2025-06-08,SOF,Web
030281TESSI,2025-06-08,SOF,Téléphone
131075GONZA,2025-06-08,SOF,Agence
230897BOYER,2025-06-08,CA,Téléphone
181296DENIS,2025-06-08,LCL,Téléphone
040995ROBIN,2025-06-08,LCL,Agence
101001BERTI,2025-06-08,SOF,Agence
200665CARPE,2025-06-08,SOF,Agence
031265CARPE,2025-06-08,CA,Téléphone
050281GUILB,2025-06-08,SOF,Web
190192DUHAM,2025-06-08,LCL,Agence
010890JACQU,2025-06-08,SOF,Agence
300772HAMON,2025-06-08,CA,Téléphone
060989ÉTIEN,2025-06-08,CA,Web
080502PERON,2025-06-08,CA,Agence
030588MORVA,2025-06-08,CA,Agence
010193HOARE,2025-06-08,CA,Web
260404PINEA,2025-06-08,LCL,Web
040284COURT,2025-06-08,CA,Téléphone
300701JULIE,2025-06-08,LCL,Agence
161293RUIZ,2025-06-08,LCL,Agence
130276VALEN,2025-06-08,CA,Téléphone
040871OLIVI,2025-06-08,SOF,Téléphone
140280LEBLA,2025-06-08,SOF,Web
140494DELOR,2025-06-08,LCL,Téléphone
170576CHAUV,2025-06-08,CA,Web
050379COLLI,2025-06-08,LCL,Téléphone
120194CHAUV,2025-06-08,CA,Téléphone
040168BOUTI,2025-06-08,CA,Web
260795MONNI,2025-06-08,CA,Agence
100900LOPES,2025-06-08,CA,Web
200903PERON,2025-06-08,LCL,Web
230466CARRE,2025-06-08,CA,Téléphone
121070BESNA,2025-06-08,CA,Web
090798BENAR,2025-06-08,CA,Téléphone
211204DIDIE,2025-06-08,LCL,Téléphone
140193SALMO,2025-06-08,CA,Téléphone
100588WAGNE,2025-06-08,CA,Agence
030697DUVAL,2025-06-08,SOF,Agence
030897GRÉGO,2025-06-08,CA,Téléphone
170467LEMAÎ,2025-06-08,SOF,Téléphone
040590MOREA,2025-06-08,CA,Agence
231172MARÉC,2025-06-08,SOF,Téléphone
241293FOUQU,2025-06-08,SOF,Web
220565LELEU,2025-06-08,SOF,Web
280797PINTO,2025-06-08,LCL,Agence
080779LEFEB,2025-06-08,LCL,Web
080179GARCI,2025-06-08,SOF,Téléphone
190293LEFEB,2025-06-08,LCL,Téléphone
151102THOMA,2025-06-08,SOF,Téléphone
190704DA SI,2025-06-08,CA,Web
080669NORMA,2025-06-08,SOF,Agence
140402RAYNA,2025-06-08,LCL,Web
150579BAILL,2025-06-08,LCL,Agence
250695ROCHE,2025-06-08,CA,Agence
310866ROY,2025-06-08,CA,Web
150374GRENI,2025-06-08,SOF,Web
040692CHEVA,2025-06-08,CA,Agence
301081HENRY,2025-06-08,LCL,Web
091086LECLE,2025-06-08,SOF,Agence
040266LEBRU,2025-06-08,LCL,Téléphone
190770ROUSS,2025-06-08,CA,Téléphone
301004DANIE,2025-06-08,SOF,Agence
120573NOËL,2025-06-08,LCL,Web
090478PINEA,2025-06-08,CA,Téléphone
210274SAUVA,2025-06-08,CA,Téléphone
031186GAY,2025-06-08,SOF,Agence
061273COSTE,2025-06-08,SOF,Web
280980MERCI,2025-06-08,LCL,Agence
241193HEBER,2025-06-08,SOF,Téléphone
151288DELAT,2025-06-08,SOF,Téléphone
100775ROCHE,2025-06-08,SOF,Téléphone
020379BENOI,2025-06-08,LCL,Web
120790JACQU,2025-06-08,SOF,Agence
280471JULIE,2025-06-08,LCL,Agence
200499ROGER,2025-06-08,CA,Téléphone
230606ROUX,2025-06-08,LCL,Web
210883MEUNI,2025-06-08,LCL,Téléphone
070374JEAN,2025-06-08,LCL,Téléphone
210594PERRE,2025-06-08,LCL,Agence
120764MARTY,2025-06-08,CA,Web
121189LE GO,2025-06-08,SOF,Agence
260864VOISI,2025-06-08,LCL,Agence
160270BOURD,2025-06-08,CA,Agence
300686DUMON,2025-06-08,LCL,Web
240485GUYON,2025-06-08,CA,Téléphone
030194BIGOT,2025-06-08,LCL,Web
030270GONZA,2025-06-08,SOF,Web
040195BLIN,2025-06-08,LCL,Téléphone
090378RÉMY,2025-06-08,CA,Web
270575CHARP,2025-06-08,LCL,Web
291093ROUSS,2025-06-08,LCL,Agence
