id_client,date_consultation,origine_agence,canal
090693MOREA,2025-05-22,LCL,Web
100281GUÉRI,2025-05-22,LCL,Agence
180486PHILI,2025-05-22,LCL,Téléphone
220270GAUTH,2025-05-22,LCL,Agence
250986DUPUY,2025-05-22,SOF,Téléphone
170965MORVA,2025-05-22,SOF,Agence
130580RAYMO,2025-05-22,CA,Web
110284FOURN,2025-05-22,CA,Agence
160402ROSSI,2025-05-22,CA,Téléphone
250198BARRE,2025-05-22,LCL,Web
080404MASSO,2025-05-22,SOF,Téléphone
250485LAROC,2025-05-22,CA,Agence
090603ADAM,2025-05-22,SOF,Web
200497BARON,2025-05-22,CA,Agence
140793GILLE,2025-05-22,CA,Téléphone
250566NEVEU,2025-05-22,LCL,Téléphone
090968THIER,2025-05-22,CA,Web
110287GILLE,2025-05-22,CA,Web
180991ALEXA,2025-05-22,CA,Agence
210875LACOM,2025-05-22,LCL,Téléphone
090883BARBE,2025-05-22,SOF,Agence
280774BAZIN,2025-05-22,SOF,Agence
040603DURAN,2025-05-22,SOF,Téléphone
180291LEMAÎ,2025-05-22,LCL,Agence
200467BONNE,2025-05-22,SOF,Téléphone
020404GONCA,2025-05-22,CA,Web
150595BENOI,2025-05-22,SOF,Web
270774COURT,2025-05-22,SOF,Téléphone
291167BOUCH,2025-05-22,CA,Web
110505CAMUS,2025-05-22,CA,Web
120186POIRI,2025-05-22,SOF,Téléphone
170773MARIN,2025-05-22,LCL,Agence
030486POTIE,2025-05-22,SOF,Agence
070305GUIBE,2025-05-22,CA,Web
090284CHAUV,2025-05-22,SOF,Téléphone
190778GIRAR,2025-05-22,SOF,Agence
090293PAREN,2025-05-22,SOF,Téléphone
080794GONCA,2025-05-22,CA,Téléphone
250692RENAU,2025-05-22,CA,Agence
170777PERRO,2025-05-22,LCL,Agence
160189FONTA,2025-05-22,LCL,Web
251173ROUSS,2025-05-22,SOF,Web
021178TESSI,2025-05-22,SOF,Agence
091074ALEXA,2025-05-22,SOF,Web
241076MACE,2025-05-22,CA,Web
020677BAUDR,2025-05-22,SOF,Web
150764DIAS,2025-05-22,LCL,Web
070174TECHE,2025-05-22,CA,Agence
181286LEBON,2025-05-22,CA,Agence
250102LEGRA,2025-05-22,CA,Web
100185LEGEN,2025-05-22,SOF,Agence
140899GUICH,2025-05-22,LCL,Web
231196JOURD,2025-05-22,SOF,Web
120480MOREL,2025-05-22,SOF,Web
140678DIDIE,2025-05-22,LCL,Téléphone
210800BOUCH,2025-05-22,CA,Téléphone
200168DIJOU,2025-05-22,CA,Téléphone
180898GERMA,2025-05-22,SOF,Téléphone
211196BOUVE,2025-05-22,CA,Web
130970MARIE,2025-05-22,SOF,Téléphone
190386PICHO,2025-05-22,CA,Téléphone
310383DELAU,2025-05-22,CA,Web
280299FOURN,2025-05-22,CA,Web
141266BOURD,2025-05-22,CA,Agence
100978FOURN,2025-05-22,CA,Agence
060384DA CO,2025-05-22,CA,Web
060171GROND,2025-05-22,SOF,Téléphone
200401MARTI,2025-05-22,SOF,Téléphone
101070LAMBE,2025-05-22,LCL,Agence
170976COURT,2025-05-22,LCL,Téléphone
180204CHAUV,2025-05-22,SOF,Web
180770DUHAM,2025-05-22,CA,Téléphone
270295LOPES,2025-05-22,SOF,Téléphone
050983RAYNA,2025-05-22,CA,Agence
270479VOISI,2025-05-22,CA,Web
241077DELAH,2025-05-22,LCL,Agence
230278RODRI,2025-05-22,CA,Web
